"Team","Previous.Score","Score","Rank"
"Air Force",1660.95897960438,1660.95897960438,59
"Akron",1661.81326059662,1661.81326059662,58
"Alabama",2365.74901093209,2365.74901093209,1
"Appalachian State",1770.89970012831,1770.89970012831,29
"Arizona",1548.18044770528,1548.18044770528,86
"Arizona State",1671.01283792469,1671.01283792469,56
"Arkansas",1646.90638622166,1646.90638622166,61
"Arkansas State",1483.13823304568,1483.13823304568,103
"Army",1571.90402027617,1571.90402027617,81
"Auburn",1868.18741780274,1868.18741780274,16
"Ball State",1512.55177331547,1512.55177331547,96
"Baylor",2041.35201466345,2041.35201466345,4
"Boise State",1862.990189467,1862.990189467,19
"Boston College",1533.61355001674,1533.61355001674,92
"Bowling Green",1328.18682002298,1328.18682002298,122
"Buffalo",1168.90761349601,1168.90761349601,127
"BYU",1740.09324125514,1740.09324125514,38
"California",1662.57448813332,1662.57448813332,57
"Central Michigan",1599.46773849661,1599.46773849661,71
"Charlotte",1382.70845813742,1382.70845813742,112
"Cincinnati",1548.83957810932,1548.83957810932,85
"Clemson",2021.53887601645,2021.53887601645,6
"Colorado",1849.81206688415,1849.81206688415,21
"Colorado State",1608.03324281739,1608.03324281739,68
"Connecticut",1539.10417329174,1539.10417329174,90
"Duke",1515.11050055741,1515.11050055741,95
"East Carolina",1342.73336592251,1342.73336592251,117
"Eastern Michigan",1586.06692287645,1586.06692287645,75
"Florida",1864.51782352047,1864.51782352047,17
"Florida Atlantic",1330.85967992939,1330.85967992939,121
"Florida International",1377.88636164475,1377.88636164475,114
"Florida State",1819.18058201291,1819.18058201291,23
"Fresno State",1165.53889428606,1165.53889428606,128
"Georgia",1650.92242707081,1650.92242707081,60
"Georgia Southern",1543.44426705605,1543.44426705605,88
"Georgia State",1441.16957163722,1441.16957163722,109
"Georgia Tech",1675.02349509127,1675.02349509127,54
"Hawaii",1492.73031779241,1492.73031779241,101
"Houston",1760.511091227,1760.511091227,35
"Idaho",1492.83339552398,1492.83339552398,100
"Illinois",1544.00748508121,1544.00748508121,87
"Indiana",1621.95496021192,1621.95496021192,66
"Iowa",1762.47350869735,1762.47350869735,33
"Iowa State",1415.1825345436,1415.1825345436,111
"Kansas",1244.33252216496,1244.33252216496,126
"Kansas State",1632.52724913969,1632.52724913969,65
"Kent State",1464.37689021245,1464.37689021245,106
"Kentucky",1587.50527950318,1587.50527950318,73
"Louisiana-Lafayette",1470.63977691632,1470.63977691632,104
"Louisiana-Monroe",1381.58922178254,1381.58922178254,113
"Louisiana Tech",1638.434241681,1638.434241681,64
"Louisville",2038.6877058737,2038.6877058737,5
"LSU",1863.47644492023,1863.47644492023,18
"Marshall",1366.73743103671,1366.73743103671,115
"Maryland",1671.49677845427,1671.49677845427,55
"Massachusetts",1320.64498923307,1320.64498923307,123
"Memphis",1644.56129932481,1644.56129932481,62
"Miami (FL)",1768.37948718978,1768.37948718978,30
"Miami (OH)",1461.66847872194,1461.66847872194,107
"Michigan",2229.06889447287,2229.06889447287,2
"Michigan State",1526.47074990893,1526.47074990893,93
"Middle Tennessee",1691.49768736677,1691.49768736677,47
"Minnesota",1749.05742932151,1749.05742932151,36
"Mississippi State",1599.02620781543,1599.02620781543,72
"Missouri",1604.85861004986,1604.85861004986,70
"Navy",1714.77103318484,1714.77103318484,44
"Nebraska",1966.87452780175,1966.87452780175,10
"Nevada",1333.59587081506,1333.59587081506,118
"New Mexico",1541.09387421471,1541.09387421471,89
"New Mexico State",1354.62761140215,1354.62761140215,116
"North Carolina",1724.67362710628,1724.67362710628,41
"North Carolina State",1781.6038161744,1781.6038161744,26
"North Texas",1570.25285667339,1570.25285667339,82
"Northern Illinois",1504.34663429408,1504.34663429408,98
"Northwestern",1807.36308611185,1807.36308611185,24
"Notre Dame",1582.90023203593,1582.90023203593,78
"Ohio",1567.12487984162,1567.12487984162,83
"Ohio State",2016.39525537263,2016.39525537263,7
"Oklahoma",1731.69049886594,1731.69049886594,40
"Oklahoma State",1775.53830063859,1775.53830063859,27
"Old Dominion",1587.33869330751,1587.33869330751,74
"Ole Miss",1713.76390185252,1713.76390185252,45
"Oregon",1681.33532724306,1681.33532724306,50
"Oregon State",1572.01054128391,1572.01054128391,80
"Penn State",1861.91383929172,1861.91383929172,20
"Pittsburgh",1765.80122104434,1765.80122104434,31
"Purdue",1444.00670872655,1444.00670872655,108
"Rice",1333.16139768837,1333.16139768837,119
"Rutgers",1521.47981858473,1521.47981858473,94
"San Diego State",1687.70649998409,1687.70649998409,48
"San Jose State",1283.9659895499,1283.9659895499,124
"SMU",1640.21092893066,1640.21092893066,63
"South Alabama",1511.46417781027,1511.46417781027,97
"South Carolina",1466.15347553102,1466.15347553102,105
"South Florida",1736.62204138212,1736.62204138212,39
"Southern Miss",1585.13141364463,1585.13141364463,76
"Stanford",1774.85282614004,1774.85282614004,28
"Syracuse",1538.4679128262,1538.4679128262,91
"TCU",1686.20873497159,1686.20873497159,49
"Temple",1716.77232229152,1716.77232229152,42
"Tennessee",1897.04381814215,1897.04381814215,11
"Texas",1617.21639744309,1617.21639744309,67
"Texas A&M",1997.5931658861,1997.5931658861,8
"Texas State",1261.65985181512,1261.65985181512,125
"Texas Tech",1584.71665224596,1584.71665224596,77
"Toledo",1869.96122664753,1869.96122664753,15
"Troy",1825.17000750627,1825.17000750627,22
"Tulane",1495.89439080703,1495.89439080703,99
"Tulsa",1716.30413730227,1716.30413730227,43
"UCF",1677.78774364538,1677.78774364538,53
"UCLA",1678.41203343655,1678.41203343655,52
"UNLV",1422.17883288128,1422.17883288128,110
"USC",1762.92867222198,1762.92867222198,32
"Utah",1760.6041996184,1760.6041996184,34
"Utah State",1577.45503951505,1577.45503951505,79
"UTEP",1332.16718776103,1332.16718776103,120
"UTSA",1491.43031339419,1491.43031339419,102
"Vanderbilt",1606.81860334771,1606.81860334771,69
"Virginia",1551.21423877375,1551.21423877375,84
"Virginia Tech",1802.99216884873,1802.99216884873,25
"Wake Forest",1680.76608588203,1680.76608588203,51
"Washington",2223.54619877874,2223.54619877874,3
"Washington State",1883.57406098562,1883.57406098562,13
"West Virginia",1893.97296598551,1893.97296598551,12
"Western Kentucky",1695.86448054352,1695.86448054352,46
"Western Michigan",1982.46561642861,1982.46561642861,9
"Wisconsin",1877.93447948079,1877.93447948079,14
"Wyoming",1748.81137517073,1748.81137517073,37
