"TEAM","WIN.PERC","WIN.MULT","SoS.MULT","SIM.WINS","SIM.LOSSES","SIM.PERC","RANK.SCORE","RANK","SIMURANK","ALT.RANK.SCORE","ALT.RANK"
"Louisiana-Monroe",0.225224834762435,0.612612417381217,0.823804441499222,3654,28096,0.115086614173228,0.0580810873109176,125,125,0.162056350866557,125
"Louisiana Tech",0.660462572301807,0.830231286150903,0.779657108805969,18551,13199,0.584283464566929,0.37820418833533,56,48,0.538050714585896,52
"Louisville",0.879621801608438,0.939810900804219,0.896845725953163,27968,3782,0.88088188976378,0.742464857198925,6,6,0.819550665406426,6
"LSU",0.836367650157424,0.918183825078712,0.910960843763821,26061,5689,0.820818897637795,0.686557150011255,8,11,0.781538419402045,8
"Marshall",0.436100936724607,0.718050468362303,0.814140969878585,6592,25158,0.207622047244094,0.121374666356165,114,115,0.305905775474652,107
"Maryland",0.742250849912358,0.871125424956179,0.818585636226145,18171,13579,0.572314960629921,0.40811251036117,47,51,0.595835576353243,36
"Massachusetts",0.244831947861067,0.622415973930533,0.862501885226211,7557,24193,0.238015748031496,0.127775172410294,111,111,0.220117260406349,115
"Memphis",0.779218116649127,0.889609058324563,0.817918429589399,22651,9099,0.713417322834646,0.519102165755398,28,23,0.662697013129724,23
"Miami (FL)",0.829665405055441,0.914832702527721,0.882366804767287,23273,8477,0.733007874015748,0.591697156370175,17,22,0.732382099661734,16
"Miami (OH)",0.329323162076367,0.664661581038184,0.828432523649359,9077,22673,0.285889763779528,0.1574187004231,106,102,0.277177933429917,110
"Michigan",0.977081547585404,0.988540773792702,0.913589020120094,30691,1059,0.966645669291339,0.872997033832559,1,1,0.917315872187762,1
"Michigan State",0.356093100579794,0.678046550289897,0.902176150187308,12944,18806,0.407685039370079,0.249388043060487,84,82,0.350067481516253,97
"Middle Tennessee",0.68295286086687,0.841476430433435,0.829716817293509,21271,10479,0.669952755905512,0.46775240239063,32,30,0.601089234688475,33
"Minnesota",0.673090140643034,0.836545070321517,0.855332620043317,17713,14037,0.557889763779528,0.399183675331561,50,56,0.569773890274196,43
"Mississippi State",0.463215328237031,0.731607664118515,0.902605665890617,18020,13730,0.56755905511811,0.374789451200615,57,53,0.467920204902121,67
"Missouri",0.5934686747113,0.79673433735565,0.925944021506391,17350,14400,0.546456692913386,0.403138259136932,48,57,0.548498078504628,50
"Navy",0.671966449862876,0.835983224931438,0.868204373161371,18744,13006,0.590362204724409,0.42848742189074,43,44,0.585723541833916,38
"Nebraska",0.825656495858122,0.912828247929061,0.850152767002774,23723,8027,0.747181102362205,0.579845008502983,19,21,0.717016470485799,17
"Nevada",0.383294128633058,0.691647064316529,0.767092224941394,5095,26655,0.160472440944882,0.0851397905612794,120,120,0.249505444275031,111
"New Mexico",0.597521557208096,0.798760778604048,0.768282868423977,8767,22983,0.276125984251968,0.169451398606887,102,105,0.398085712028654,86
"New Mexico State",0.245022449188166,0.622511224594083,0.830283684792677,7701,24049,0.242551181102362,0.125365225006153,113,110,0.216475821680039,116
"North Carolina",0.608117397379131,0.804058698689565,0.874758376480067,19525,12225,0.61496062992126,0.432536914120426,40,41,0.559624068134188,46
"North Carolina State",0.608640474702367,0.804320237351184,0.898126019023442,19007,12743,0.598645669291339,0.432450216994693,41,43,0.563972454137763,45
"North Texas",0.5,0.75,0.862898049218337,12252,19498,0.385889763779528,0.249737643284009,83,87,0.416262604332622,80
"Northern Illinois",0.422767810848577,0.711383905424289,0.871829007487575,15617,16133,0.491874015748032,0.305062785032036,69,65,0.409678832535884,84
"Northwestern",0.598279170134295,0.799139585067147,0.931439263795004,22371,9379,0.70459842519685,0.524467828483576,25,25,0.606373281581466,30
"Notre Dame",0.552378535488636,0.776189267744318,0.859450358599199,15440,16310,0.486299212598425,0.324408329799597,65,66,0.478594357804948,66
"Ohio",0.594530244509332,0.797265122254666,0.762730759170548,11371,20379,0.358141732283465,0.217785497448464,93,94,0.421691580590791,76
"Ohio State",0.937658681479362,0.968829340739681,0.892895231448238,29542,2208,0.930456692913386,0.804903749729935,3,3,0.868306207917105,3
"Oklahoma",0.603798793721634,0.801899396860817,0.936611002835486,24304,7446,0.76548031496063,0.574927614774196,20,20,0.632176500785861,24
"Oklahoma State",0.723312432175503,0.861656216087751,0.823598585801089,19717,12033,0.621007874015748,0.440703728136192,39,40,0.604148688826643,32
"Old Dominion",0.543003409744004,0.771501704872002,0.796160265556945,12525,19225,0.394488188976378,0.24231003158779,86,85,0.419707888925535,77
"Ole Miss",0.59550856784103,0.797754283920515,0.935772437611922,22497,9253,0.708566929133858,0.528956883319042,23,24,0.607695979142876,28
"Oregon",0.432100392062535,0.716050196031267,0.928261860043205,20360,11390,0.641259842519685,0.426233930340553,44,37,0.481154823280806,65
"Oregon State",0.331175484592595,0.665587742296297,0.931342010729266,11913,19837,0.375212598425197,0.232590472435971,90,88,0.33069596062487,102
"Penn State",0.544452201883767,0.772226100941884,0.985431235519132,24482,7268,0.771086614173228,0.586778191982138,18,18,0.614709008713365,26
"Pittsburgh",0.616937292947801,0.8084686464739,0.862072509256108,18203,13547,0.573322834645669,0.399582277155902,49,50,0.545670731672011,51
"Purdue",0.348677661223866,0.674338830611933,0.845987353998845,7930,23820,0.249763779527559,0.1424857711954,109,109,0.279905854520709,109
"Rice",0.294094932892689,0.647047466446345,0.865260598257568,6488,25262,0.204346456692913,0.114406363160146,116,116,0.237761323950469,114
"Rutgers",0.159934101552368,0.579967050776184,0.941983973037337,7029,24721,0.221385826771654,0.12094743109862,115,114,0.174232182526855,122
"San Diego State",0.810345179571146,0.905172589785573,0.75,18312,13438,0.576755905511811,0.391547727499687,53,49,0.59742455828951,35
"San Jose State",0.236298801825819,0.618149400912909,0.831704044162785,3472,28278,0.109354330708661,0.0562209594406436,126,126,0.167471889642457,124
"SMU",0.394691307332438,0.697345653666219,0.908913927082443,15843,15907,0.498992125984252,0.316274770362041,67,63,0.405490992749971,85
"South Alabama",0.441826017795932,0.720913008897966,0.845317432798824,11064,20686,0.348472440944882,0.212359221885195,94,95,0.365146303719617,93
"South Carolina",0.365208034029413,0.682604017014706,0.858626375583312,13597,18153,0.428251968503937,0.25099925519864,82,76,0.351802156563033,96
"South Florida",0.721213451545649,0.860606725772824,0.832991961703605,19782,11968,0.623055118110236,0.446654808990849,36,39,0.608195044576771,27
"Southern Miss",0.612250007579652,0.806125003789826,0.826241611835735,10088,21662,0.317732283464567,0.211626865470914,95,98,0.443155049894224,72
"Stanford",0.396806939594235,0.698403469797118,0.982378679628622,16122,15628,0.507779527559055,0.348385847272294,62,60,0.429136294110391,74
"Syracuse",0.399422807737939,0.699711403868969,0.882066949731804,15013,16737,0.472850393700787,0.291839623795182,71,71,0.392495236350073,88
"TCU",0.593381060499788,0.796690530249894,0.838422564952907,18032,13718,0.567937007874016,0.379361088106948,55,52,0.520981716450478,57
"Temple",0.694315303572488,0.847157651786244,0.860117197681294,16030,15720,0.50488188976378,0.367884645453287,59,61,0.56642231873193,44
"Tennessee",0.511230674650925,0.755615337325462,1,22141,9609,0.697354330708661,0.526931627833797,24,28,0.573271893336837,41
"Texas",0.561335516171242,0.780667758085621,0.888296911614818,20713,11037,0.652377952755905,0.452401119461679,35,32,0.549881054515052,49
"Texas A&M",0.784045871851288,0.892022935925644,0.897786418008482,25851,5899,0.814204724409449,0.652052658950896,13,12,0.740672064698953,15
"Texas State",0.222249573970389,0.611124786985194,0.795276418603082,2303,29447,0.0725354330708661,0.0352531730014488,128,128,0.14201170783911,126
"Texas Tech",0.58034181327481,0.790170906637405,0.8605571344189,17852,13898,0.562267716535433,0.382334856468092,54,54,0.52036743072197,58
"Toledo",0.809401920817885,0.904700960408942,0.776292547544643,17834,13916,0.561700787401575,0.394489547904993,52,55,0.606122048533354,31
"Troy",0.81925405855555,0.909627029277775,0.819286707381044,22315,9435,0.702834645669291,0.52378424009116,27,26,0.681747521984786,20
"Tulane",0.530988263492113,0.765494131746056,0.829459194961928,11889,19861,0.374456692913386,0.237759834108927,88,89,0.418440962684728,78
"Tulsa",0.622765747327811,0.811382873663906,0.845527448387425,15644,16106,0.492724409448819,0.338031852050764,64,64,0.515285158670388,59
"UCF",0.672771467190644,0.836385733595322,0.838673209696569,19223,12527,0.605448818897638,0.424694682131121,46,42,0.577973210153244,40
"UCLA",0.534885323952495,0.767442661976248,0.918662345818672,19944,11806,0.628157480314961,0.442864011489295,38,38,0.536971831069107,53
"UNLV",0.483708081789816,0.741854040894908,0.805302538171478,7159,24591,0.22548031496063,0.134705760264241,110,113,0.334847668986474,100
"USC",0.596137827406359,0.79806891370318,0.940742950787382,22166,9584,0.698141732283465,0.524149247395026,26,27,0.606588883314646,29
"Utah",0.682637114550517,0.841318557275259,0.828935122756222,16852,14898,0.530771653543307,0.370159355847408,58,59,0.554165138079693,48
"Utah State",0.52721924316466,0.76360962158233,0.825782905347911,11826,19924,0.372472440944882,0.234872096946096,89,90,0.414403239232187,81
"UTEP",0.182336081608062,0.591168040804031,0.853712293178581,6229,25521,0.196188976377953,0.099014109060007,117,117,0.169171361698528,123
"UTSA",0.520573574187738,0.760286787093869,0.781888538942418,11736,20014,0.369637795275591,0.219734708252603,91,91,0.394566272647652,87
"Vanderbilt",0.482424351648588,0.741212175824294,0.862039219866183,13295,18455,0.418740157480315,0.267555684262974,77,78,0.416825860319837,79
"Virginia",0.37319757625057,0.686598788125285,0.882934413917541,14828,16922,0.467023622047244,0.283119853439084,75,73,0.375347196190577,90
"Virginia Tech",0.839190851709195,0.919595425854598,0.858270090874121,25799,5951,0.812566929133858,0.641327589965798,14,13,0.751023915416074,13
"Wake Forest",0.61384255066643,0.806921275333215,0.864708229701689,15946,15804,0.502236220472441,0.350436059867311,61,62,0.521275210359039,56
"Washington",0.944769894445541,0.97238494722277,0.778531148737776,27538,4212,0.867338582677165,0.656603035880863,11,7,0.779468055036091,9
"Washington State",0.735033252339487,0.867516626169743,0.856159793912016,24421,7329,0.769165354330709,0.571284380263488,21,19,0.675925730004539,21
"West Virginia",0.811316698442822,0.905658349221411,0.870796177699428,26355,5395,0.83007874015748,0.654636475846246,12,10,0.747687233324313,14
"Western Kentucky",0.600567379312361,0.80028368965618,0.890620051617985,20507,11243,0.645889763779528,0.460357090116996,34,35,0.571881488168678,42
"Western Michigan",0.878610947411178,0.939305473705589,0.839724350406,25600,6150,0.806299212598425,0.635974695299206,15,14,0.760627075582443,12
"Wisconsin",0.778610780604855,0.889305390302427,0.975084053754615,24817,6933,0.781637795275591,0.67779526398843,10,16,0.766686569258015,11
"Wyoming",0.575385673204961,0.78769283660248,0.841671893994629,15091,16659,0.475307086614173,0.315118579745199,68,69,0.481292995100587,64
