Date,Visitor.Team,Visitor.Rushing.Yards,Visitor.Rushing.Attempts,Visitor.Passing.Yards,Visitor.Passing.Attempts,Visitor.Passing.Completions,Visitor.Penalties,Visitor.Penalty.Yards,Visitor.Fumbles.Lost,Visitor.Interceptions.Thrown,Visitor.1st.Downs,Visitor.3rd.Down.Attempts,Visitor.3rd.Down.Conversions,Visitor.4th.Down.Attempts,Visitor.4th.Down.conversions,Visitor.Time.of.Possession,Visitor.Score,Home.Team,Home.Rushing.Yards,Home.Rushing.Attempts,Home.Passing.Yards,Home.Passing.Attempts,Home.Passing.Completions,Home.Penalties,Home.Penalty.Yards,Home.Fumbles.Lost,Home.Interceptions.Thrown,Home.1st.Downs,Home.3rd.Down.Attempts,Home.3rd.Down.Conversions,Home.4th.Down.Attempts,Home.4th.Down.conversions,Home.Time.of.Possession,Home.Score
9/2/2006, Montana,10,24,134,31,17,10,117,0,1,1,15,6,0,0,1776,7, Iowa,166,38,250,35,20,8,79,1,0,8,13,5,2,2,1824,41
9/2/2006, Murray State,27,25,123,30,20,3,25,1,1,2,14,3,1,0,1940,7, Missouri,256,40,333,35,24,7,56,1,1,14,13,9,0,0,1660,47
9/2/2006, North Texas,8,28,87,19,9,11,58,2,0,2,12,2,0,0,1755,7, Texas,212,44,198,26,15,4,28,1,1,15,12,6,2,2,1845,56
9/2/2006, Northeastern,101,37,106,26,15,10,78,0,2,7,15,4,1,0,2111,0, Virginia Tech,111,27,271,27,21,7,56,0,1,4,9,4,1,0,1489,38
9/2/2006, Northern Illinois,151,33,192,30,16,4,35,0,1,9,13,1,3,3,1864,12, Ohio State,173,36,315,27,20,3,40,2,0,11,10,6,1,1,1736,35
9/2/2006, Northwestern State,62,30,217,40,22,7,60,1,1,4,18,7,0,0,2196,18, Kansas,209,31,117,20,10,2,9,1,1,10,9,3,2,0,1404,49
9/2/2006, Notre Dame,138,40,246,38,23,11,80,0,0,9,16,7,1,1,2125,14, Georgia Tech,119,28,140,24,12,5,28,0,0,9,10,2,0,0,1475,10
9/2/2006, Portland State,60,25,173,30,13,7,52,0,1,1,12,2,2,0,1786,17, New Mexico,65,31,274,36,21,11,93,1,1,6,15,6,1,0,1814,6
9/2/2006, Richmond,105,41,120,23,11,3,30,1,0,3,17,6,1,0,1996,13, Duke,51,30,159,31,17,3,35,2,0,3,14,3,4,2,1604,0
9/2/2006, Rutgers,217,41,145,20,14,7,41,1,0,11,13,8,0,0,2004,21, North Carolina,169,32,234,36,24,8,60,1,2,10,13,8,1,0,1596,16
9/2/2006, San Jose State,50,29,323,37,28,5,30,0,0,2,16,6,2,2,1769,29, Washington,300,41,168,25,16,4,40,2,1,15,13,8,2,1,1831,35
9/2/2006, USC,192,42,280,38,25,7,50,0,0,12,14,7,2,1,2119,50, Arkansas,130,27,157,32,16,4,40,2,3,7,10,2,0,0,1481,14
9/2/2006, SMU,118,34,71,19,10,8,67,1,0,6,13,3,0,0,1546,3, Texas Tech,138,23,363,54,38,9,70,0,1,9,17,10,1,1,2054,35
9/2/2006, Southern Mississippi,119,25,176,37,17,8,64,0,3,7,13,5,2,0,1907,7, Florida,143,29,248,30,21,7,44,0,1,8,10,6,1,0,1693,34
9/2/2006, Missouri State,68,30,266,31,19,3,32,1,1,3,14,3,2,1,1736,10, Oklahoma State,230,44,213,24,12,5,30,1,0,12,12,4,3,3,1864,52
9/2/2006, Louisiana-Lafayette,113,35,63,17,7,9,78,0,2,4,12,2,2,1,1891,3, LSU,170,36,299,23,17,6,55,2,0,9,11,6,1,1,1709,45
9/2/2006, Stanford,100,35,224,34,20,5,29,1,0,6,14,3,4,2,1985,10, Oregon,298,41,236,30,21,9,120,1,0,15,10,7,0,0,1615,48
9/2/2006, Syracuse,91,30,45,19,6,1,5,1,0,6,12,2,0,0,1491,10, Wake Forest,245,49,118,23,15,2,25,1,1,15,15,8,0,0,2109,20
9/2/2006, Tennessee-Martin,49,29,74,24,12,11,85,1,0,3,14,2,1,0,1678,3, Ohio,62,36,82,22,11,7,65,0,1,6,14,4,0,0,1922,29
9/2/2006, Army,69,27,95,23,12,7,56,1,2,4,12,2,0,0,1607,6, Arkansas State,222,45,97,16,11,6,50,3,0,14,12,4,0,0,1993,14
9/2/2006, Utah State,55,26,74,22,10,9,79,0,1,4,12,1,1,0,1442,7, Wyoming,221,51,239,27,18,7,55,2,1,16,13,7,2,1,2158,38
9/2/2006, Utah,112,23,175,34,14,7,70,1,2,7,11,0,3,1,1404,10, UCLA,107,41,318,34,25,5,50,0,0,3,14,6,0,0,2196,31
9/2/2006, Vanderbilt,42,26,129,26,12,2,20,2,0,1,15,4,2,0,1591,7, Michigan,246,51,135,22,10,6,54,1,0,13,18,10,1,1,2009,27
9/2/2006, Villanova,81,31,241,32,22,1,5,0,1,5,15,7,1,0,1979,16, UCF,105,38,199,20,15,2,10,0,0,7,12,7,1,0,1621,35
9/2/2006, Virginia,52,21,159,38,19,3,15,0,2,2,14,3,0,0,1580,13, Pittsburgh,107,33,283,22,17,8,75,0,1,6,13,6,1,1,2020,38
9/2/2006, Washington State,124,28,150,33,17,2,20,0,1,5,14,4,1,1,1558,14, Auburn,293,44,191,19,11,3,40,0,0,12,12,3,2,2,2042,40
9/2/2006, Weber State,-38,24,124,24,13,7,55,0,0,1,14,2,0,0,1646,6, Colorado State,149,39,212,22,15,2,20,1,1,8,11,7,1,1,1812,30
9/2/2006, Western Kentucky,67,35,126,27,12,4,30,1,1,6,18,6,0,0,2262,12, Georgia,136,27,159,25,12,2,17,1,1,8,11,4,2,2,1338,48
9/2/2006, Western Michigan,72,32,217,34,25,8,91,1,2,7,14,5,0,0,1902,20, Indiana,71,28,252,35,20,8,90,1,1,5,12,4,2,1,1641,39
9/2/2006, William & Mary,84,29,226,41,25,2,15,0,0,5,15,4,1,0,1887,14, Maryland,213,40,153,19,9,2,10,3,1,13,10,2,0,0,1713,27
9/2/2006, Wisconsin,197,41,124,15,9,2,15,0,1,12,6,3,1,0,1643,35, Bowling Green,219,46,82,19,12,5,47,0,0,13,14,6,2,1,1957,14
9/3/2006, Kentucky,22,19,238,26,10,5,35,1,0,1,12,2,1,0,1284,28, Louisville,363,55,268,32,20,3,40,1,0,18,15,8,1,1,2316,59
9/3/2006, Memphis,149,37,225,31,23,2,15,1,0,6,13,9,0,0,1911,25, Mississippi,240,45,97,16,7,4,40,0,0,13,9,3,3,2,1689,28
9/3/2006, TCU,98,35,233,27,18,8,69,0,1,6,15,7,0,0,1877,17, Baylor,47,20,286,47,31,7,55,1,1,3,15,9,1,0,1723,7
9/4/2006, Florida State,1,25,175,32,16,6,38,0,1,0,15,4,0,0,1835,13, Miami (Florida),2,26,132,27,18,9,75,0,1,1,16,5,0,0,1765,10
9/7/2006, Oregon State,58,32,205,29,20,7,73,2,1,5,12,3,3,2,2021,14, Boise State,302,42,105,14,8,7,50,1,0,14,10,4,1,1,1579,42
9/8/2006, Pittsburgh,90,35,267,21,11,5,41,3,0,4,11,1,0,0,1728,33, Cincinnati,35,30,221,40,25,6,38,1,2,3,15,4,3,1,1872,15
9/9/2006, Akron,114,42,267,32,13,11,91,0,0,8,17,4,1,0,1898,20, North Carolina State,81,32,209,32,16,9,82,2,1,4,15,3,2,1,1702,17
9/9/2006, Arizona,35,21,117,36,16,3,14,1,3,5,15,3,2,2,1808,3, LSU,231,38,230,23,16,5,32,2,1,11,12,9,0,0,1792,45
9/9/2006, Auburn,111,36,277,32,22,4,30,2,0,7,13,6,1,1,1826,34, Mississippi State,79,33,82,25,12,4,48,2,1,7,15,5,0,0,1774,0
9/9/2006, Buffalo,105,47,138,32,21,7,78,1,0,11,17,6,2,1,1793,40, Bowling Green,356,58,214,26,18,8,51,1,1,20,12,5,1,0,1807,48
9/9/2006, UC Davis,26,28,225,28,15,5,39,0,2,3,13,5,1,0,1593,13, TCU,271,53,190,23,18,10,82,0,0,17,12,7,1,1,2007,46
9/9/2006, UCF,21,24,132,36,17,6,30,0,0,1,16,3,4,1,1660,0, Florida,204,36,433,38,25,10,71,2,2,8,14,11,0,0,1940,42
9/9/2006, Central Michigan,16,21,188,39,18,8,43,2,1,3,13,3,3,2,1395,17, Michigan,252,50,134,21,13,9,73,0,0,14,13,3,1,1,2205,41
9/9/2006, Clemson,136,41,343,40,25,6,55,1,0,9,18,9,0,0,1861,33, Boston College,110,37,212,38,22,7,54,1,0,6,16,8,0,0,1739,34
9/9/2006, Colorado,75,33,71,15,9,6,50,0,0,5,12,4,0,0,1553,10, Colorado State,15,34,233,23,20,5,35,1,0,3,13,5,1,1,2047,14
9/9/2006, Duke,62,39,305,32,21,10,52,2,0,6,12,5,0,0,2073,13, Wake Forest,57,24,235,29,22,9,90,2,0,2,12,5,0,0,1527,14
9/9/2006, East Carolina,96,27,280,38,20,7,76,2,1,4,14,4,2,1,1619,12, UAB,124,42,199,23,17,6,48,3,0,11,14,6,2,2,1981,17
9/9/2006, Eastern Michigan,42,28,230,31,19,6,42,1,0,3,15,5,2,1,1756,20, Michigan State,264,40,322,37,29,6,40,1,1,15,13,10,0,0,1831,52
9/9/2006, Eastern Washington,76,21,109,31,15,6,45,0,1,3,12,4,0,0,1653,3, West Virginia,394,58,197,23,18,7,70,0,0,18,13,10,1,0,1947,52
9/9/2006, Florida A&M,82,23,143,20,11,9,64,2,0,6,10,4,0,0,1397,10, Miami (Florida),339,47,224,28,20,7,65,0,1,18,10,6,2,1,2203,51
9/9/2006, Florida Atlantic,59,42,141,25,12,12,110,0,1,4,15,2,7,3,2124,0, Kansas State,221,30,125,24,10,5,54,0,1,8,13,6,1,1,1476,45
9/9/2006, Florida International,24,31,238,33,20,8,60,1,1,1,16,5,2,0,1964,20, South Florida,123,34,174,28,15,8,92,1,2,7,12,4,2,1,1636,21
9/9/2006, Georgia,198,39,189,22,10,6,46,0,3,9,11,4,0,0,1852,18, South Carolina,35,22,220,33,23,4,18,3,0,3,11,4,2,0,1748,0
9/9/2006, Hofstra,-5,18,269,50,26,5,52,2,0,1,15,2,2,2,1711,31, Marshall,313,38,206,33,25,12,99,4,0,13,14,7,2,2,1889,54
9/9/2006, Idaho,83,32,220,36,14,7,73,1,1,5,15,4,2,1,1797,10, Washington State,344,43,293,24,18,10,108,1,0,12,10,5,0,0,1803,56
9/9/2006, Illinois,66,29,60,21,7,9,65,1,2,4,12,0,0,0,1619,0, Rutgers,166,40,145,25,14,5,30,2,1,9,13,6,1,0,1981,33
9/9/2006, Indiana,147,29,226,33,16,9,74,0,0,8,14,4,1,0,1849,24, Ball State,41,22,289,33,21,7,80,0,1,3,12,4,0,0,1751,23
9/9/2006, Iowa,149,37,202,32,16,7,40,0,4,9,12,4,0,0,1600,20, Syracuse,70,44,210,38,21,7,58,0,0,5,20,9,2,0,2000,13
9/9/2006, Kent State,198,41,92,23,9,5,45,1,1,8,12,2,3,2,1545,14, Army,171,47,104,28,14,6,50,0,2,9,16,5,1,1,2055,17
9/9/2006, Louisville,312,43,359,35,21,6,53,0,1,16,13,9,1,1,1808,62, Temple,16,27,214,29,14,4,45,1,1,3,14,3,3,0,2692,0
9/9/2006, Massachusetts,109,36,187,30,17,5,39,1,2,6,14,3,4,2,1987,20, Navy,268,51,21,7,1,1,7,3,1,13,13,6,0,0,1613,21
9/9/2006, Miami (Ohio),97,37,386,46,31,6,66,0,2,6,15,5,2,0,2316,31, Purdue,171,28,220,32,18,8,51,0,3,8,10,5,0,0,1284,38
9/9/2006, Middle Tennessee,105,33,216,41,22,5,33,2,1,7,16,9,4,1,2044,10, Maryland,135,34,139,16,11,3,25,1,0,8,8,3,0,0,1556,24
9/9/2006, Minnesota,109,32,243,33,21,9,100,0,2,8,11,3,2,1,1546,17, California,231,48,300,31,22,6,61,1,0,15,13,8,2,2,2054,42
9/9/2006, Mississippi,72,28,90,29,13,3,32,0,3,5,14,3,1,1,1849,7, Missouri,218,42,253,41,25,3,15,1,0,11,17,7,1,1,1751,34
9/9/2006, UNLV,74,31,218,35,24,3,15,0,1,4,14,4,3,2,1936,10, Iowa State,137,37,203,21,14,6,55,0,1,9,12,5,1,1,1664,16
9/9/2006, Nevada,136,37,170,31,18,5,40,1,3,10,13,6,1,0,1852,21, Arizona State,149,31,337,30,19,5,29,1,1,6,9,4,1,0,1748,52
9/9/2006, New Hampshire,123,43,206,24,18,8,47,0,0,6,14,5,1,1,1898,34, Northwestern,187,35,173,32,19,0,0,2,1,6,12,5,4,0,1702,17
9/9/2006, New Mexico,109,26,317,28,12,4,40,0,0,4,13,4,0,0,1499,34, New Mexico State,60,30,472,57,37,4,20,4,1,5,17,8,4,3,2101,28
9/9/2006, Nicholls State,187,47,0,3,0,6,46,3,0,7,13,3,2,1,1514,7, Nebraska,261,50,237,26,21,3,20,1,0,17,12,7,3,2,2007,56
9/9/2006, Louisiana-Monroe,51,23,377,41,24,5,25,0,0,5,14,5,2,0,1573,19, Kansas,161,40,190,28,17,4,40,0,2,11,14,6,1,0,2027,21
9/9/2006, Northern Arizona,74,26,131,23,12,4,20,0,1,7,11,2,1,1,1669,7, Utah,213,38,299,27,17,9,85,0,0,12,12,8,1,1,1931,45
9/9/2006, Northwestern State,147,39,182,28,14,20,139,2,3,5,16,5,0,0,2226,10, Baylor,20,8,330,46,27,10,80,0,1,1,12,4,1,0,1374,47
9/9/2006, Ohio State,79,29,269,26,17,8,55,0,0,3,11,3,0,0,1774,24, Texas,172,31,154,32,19,4,39,1,1,12,10,3,0,0,1826,7
9/9/2006, Ohio,177,37,332,34,25,6,65,2,0,8,16,11,0,0,2102,35, Northern Illinois,201,26,261,42,19,3,34,0,0,6,14,5,2,0,1498,23
9/9/2006, Oklahoma State,171,41,167,18,11,7,74,0,3,9,13,8,1,1,1693,35, Arkansas State,110,39,78,19,7,9,58,2,1,6,16,6,0,0,1907,7
9/9/2006, Oregon,139,34,240,36,23,7,70,1,0,7,15,7,2,1,1544,31, Fresno State,206,41,150,33,16,7,45,0,2,10,17,9,2,1,2056,24
9/9/2006, Penn State,158,33,225,41,24,4,25,2,1,10,13,5,4,2,1609,17, Notre Dame,110,36,287,36,25,6,64,0,0,7,14,5,4,4,1991,41
9/9/2006, Rice,53,31,131,21,13,10,90,1,0,4,13,2,1,1,1521,16, UCLA,277,52,124,20,13,8,70,3,1,16,13,6,2,1,2079,26
9/9/2006, Samford,11,15,152,45,20,10,60,0,2,1,16,2,1,0,1689,6, Georgia Tech,177,36,138,32,19,6,51,0,1,11,16,8,1,1,1911,38
9/9/2006, Southeastern Louisiana,112,34,107,33,18,8,62,1,2,11,14,2,2,0,2040,0, Southern Mississippi,256,44,192,16,11,5,19,3,0,15,9,3,4,3,1560,45
9/9/2006, SMU,111,32,159,29,20,8,77,1,2,6,16,6,1,0,1279,6, North Texas,168,38,145,17,12,5,50,1,0,7,13,7,0,0,2321,24
9/9/2006, Texas State,55,26,155,27,13,4,44,1,1,4,12,2,2,0,1588,7, Kentucky,178,40,247,26,18,9,101,1,1,10,14,8,2,2,2012,41
9/9/2006, Louisiana-Lafayette,154,38,17,12,2,4,35,2,0,8,14,6,0,0,1777,7, Texas A&M,225,40,271,32,23,2,24,0,0,14,13,8,2,2,1823,51
9/9/2006, Stanford,185,43,233,28,18,4,35,2,1,10,14,7,1,1,1844,34, San Jose State,342,49,115,17,15,4,40,1,1,15,11,7,1,0,1756,35
9/9/2006, Chattanooga,138,28,111,27,15,6,69,0,1,5,11,3,1,0,1754,14, Memphis,99,32,328,32,21,4,35,1,1,6,12,5,1,1,1846,33
9/9/2006, Texas Tech,103,18,376,53,40,9,80,0,1,4,12,5,0,0,1791,38, UTEP,120,26,375,52,35,8,84,0,2,3,14,6,1,1,1809,35
9/9/2006, Toledo,88,32,218,31,18,8,50,1,3,6,15,7,2,1,1963,10, Western Michigan,163,32,98,15,11,6,40,0,0,5,12,4,3,3,1637,31
9/9/2006, Troy,24,14,271,48,31,8,71,0,3,0,15,7,0,0,1689,17, Florida State,45,28,336,43,30,6,51,3,1,6,12,6,0,0,1911,24
9/9/2006, Tulane,55,23,169,29,16,5,32,1,1,3,13,2,2,0,1692,7, Houston,244,35,377,45,27,5,34,1,1,10,14,7,3,1,1908,45
9/9/2006, Tulsa,82,31,221,35,21,3,28,0,1,3,14,6,1,1,1880,24, BYU,220,41,247,24,17,11,90,0,0,11,13,8,1,1,1720,49
9/9/2006, Air Force,281,51,127,9,7,3,25,0,0,15,13,9,1,1,1831,30, Tennessee,79,32,333,29,24,5,25,1,1,7,11,9,1,1,1769,31
9/9/2006, Utah State,135,39,114,28,11,3,25,0,0,7,14,3,1,0,2098,0, Arkansas,279,38,178,22,11,8,90,1,0,12,13,5,1,1,1502,20
9/9/2006, Vanderbilt,80,23,155,24,16,2,30,1,3,4,12,4,1,1,1417,10, Alabama,134,40,207,29,18,3,28,2,1,11,15,8,1,0,2183,13
9/9/2006, Virginia Tech,117,30,107,18,11,7,55,3,0,6,10,2,0,0,1531,35, North Carolina,89,31,179,38,19,1,10,1,4,4,14,2,2,0,2069,10
9/9/2006, Washington,204,40,180,30,14,6,50,1,0,8,16,6,2,0,1757,20, Oklahoma,181,35,272,33,21,7,38,1,1,10,12,5,1,1,1843,37
9/9/2006, Western Illinois,80,22,166,42,21,6,41,0,3,4,16,8,2,0,1493,10, Wisconsin,109,39,227,28,15,8,66,1,1,6,16,9,0,0,2107,34
9/9/2006, Wyoming,168,38,145,32,23,9,66,1,1,7,16,4,3,3,2026,12, Virginia,32,22,174,34,20,4,26,0,1,2,14,4,1,0,1574,13
9/14/2006, Maryland,122,33,211,45,24,3,40,3,2,9,17,8,5,3,1858,24, West Virginia,340,43,43,9,6,10,95,1,0,12,8,2,1,1,1742,45
9/14/2006, Tennessee Tech,10,33,125,28,13,4,27,2,3,3,15,3,1,0,2051,0, Middle Tennessee,174,29,127,24,12,7,55,0,1,9,13,5,0,0,1549,44
9/15/2006, Kansas,148,40,243,41,23,8,82,1,4,8,16,5,0,0,2098,31, Toledo,101,30,136,47,15,11,113,0,0,4,20,5,3,2,1502,37
9/16/2006, Akron,61,31,375,46,25,5,34,0,3,5,14,4,3,2,2046,21, Central Michigan,129,36,162,23,16,9,56,1,1,7,12,4,1,0,1554,24
9/16/2006, UAB,69,36,94,21,12,8,49,1,0,5,13,2,3,1,1938,0, Georgia,146,38,125,19,11,9,70,0,0,10,9,2,2,1,1662,34
9/16/2006, Arizona State,182,37,248,37,21,11,73,2,2,8,15,8,1,0,1759,21, Colorado,133,44,86,18,8,4,38,2,1,8,16,5,0,0,1841,3
9/16/2006, Arkansas,170,39,224,20,13,5,41,0,1,10,11,4,2,0,1653,21, Vanderbilt,240,37,124,26,12,7,56,0,0,9,12,3,1,1,1947,19
9/16/2006, Ball State,61,29,291,37,24,6,33,1,1,5,14,5,1,0,1872,28, Purdue,117,28,416,39,30,8,75,1,2,6,12,5,0,0,1728,38
9/16/2006, Baylor,-10,14,256,49,31,9,75,2,2,2,16,6,2,1,1668,15, Washington State,51,34,285,38,25,3,25,2,2,4,14,6,2,0,1932,17
9/16/2006, Boise State,130,41,116,21,12,7,55,0,0,10,12,2,2,2,1808,17, Wyoming,73,29,178,30,14,8,45,0,2,4,15,6,2,2,1792,10
9/16/2006, Bowling Green,161,45,242,34,18,6,52,0,2,9,18,10,2,1,1941,33, Florida International,187,28,145,23,14,11,69,1,3,8,11,3,2,2,1659,28
9/16/2006, BYU,111,30,436,60,38,10,67,1,2,5,16,6,1,0,1935,23, Boston College,115,26,356,48,29,2,10,2,2,5,14,4,1,1,1665,30
9/16/2006, Buffalo,99,32,250,41,25,3,14,0,0,7,16,8,1,0,1935,13, Northern Illinois,344,36,156,19,12,7,45,0,1,11,10,4,0,0,1665,31
9/16/2006, Fresno State,157,37,140,21,11,3,15,0,1,11,11,4,1,1,1778,20, Washington,128,35,151,26,15,4,47,0,0,9,15,8,1,1,1822,21
9/16/2006, Cincinnati,-4,22,216,25,20,6,28,0,3,1,11,3,0,0,1621,7, Ohio State,166,32,278,35,25,8,75,0,0,9,12,4,0,0,1979,37
9/16/2006, Clemson,151,28,194,30,16,3,25,0,0,5,14,6,0,0,1600,27, Florida State,102,38,102,20,11,5,38,2,0,6,17,7,1,1,1996,20
9/16/2006, Colorado State,64,24,113,26,14,7,59,0,2,5,14,4,1,1,1550,10, Nevada,171,41,210,22,19,5,35,0,1,12,12,8,1,1,2050,28
9/16/2006, Duke,58,41,81,14,8,7,43,1,0,4,14,3,1,0,2046,0, Virginia Tech,102,33,316,27,16,9,85,0,1,5,10,5,0,0,1554,36
9/16/2006, Eastern Michigan,87,28,47,25,9,7,55,0,2,4,15,2,0,0,1606,6, Northwestern,156,44,110,26,16,3,25,1,1,11,17,8,0,0,1994,14
9/16/2006, Florida Atlantic,49,35,166,28,16,4,25,1,2,4,16,4,2,1,1865,8, Oklahoma State,246,43,186,19,9,3,35,0,0,11,12,5,0,0,1735,48
9/16/2006, Florida,121,41,199,25,15,9,65,0,1,11,13,6,1,1,2104,21, Tennessee,-11,23,231,33,18,4,34,0,2,1,13,6,1,0,1496,20
9/16/2006, Furman,211,46,310,27,20,10,85,1,0,17,13,9,0,0,1825,42, North Carolina,181,36,265,20,14,6,42,0,1,9,11,7,1,1,1775,45
9/16/2006, Grambling,91,35,248,26,18,9,50,1,0,7,16,9,3,2,1912,22, Houston,158,31,326,36,30,4,40,1,1,14,9,6,3,2,1688,42
9/16/2006, Idaho State,109,27,274,37,24,3,23,0,2,4,13,5,0,0,1605,24, Idaho,161,40,266,29,19,7,92,0,1,7,12,5,0,0,1995,27
9/16/2006, Iowa State,171,36,152,31,15,5,35,0,0,10,13,6,1,0,1897,17, Iowa,136,30,274,38,26,5,57,0,1,7,14,7,0,0,1703,27
9/16/2006, Kent State,142,33,244,22,14,8,65,1,1,5,12,5,0,0,1446,16, Miami (Ohio),130,41,167,35,20,10,86,1,1,9,17,6,3,3,2154,14
9/16/2006, LSU,42,23,269,37,20,7,50,0,0,3,13,4,2,0,1586,3, Auburn,72,38,110,20,11,4,35,0,1,7,15,6,1,1,2014,7
9/16/2006, Marshall,50,22,92,28,16,9,72,1,2,3,13,3,1,0,1874,7, Kansas State,99,27,256,35,19,14,116,1,1,6,15,8,0,0,1726,23
9/16/2006, Memphis,95,30,296,46,25,1,8,1,5,7,16,8,2,2,1798,20, East Carolina,177,39,236,27,18,5,55,1,2,8,13,7,1,0,1802,35
9/16/2006, Miami (Florida),64,29,278,34,20,4,27,2,0,6,12,3,1,0,1825,7, Louisville,95,31,294,18,13,8,76,1,0,4,10,5,1,0,1775,31
9/16/2006, Michigan State,335,48,198,25,16,9,75,1,1,17,15,11,0,0,2138,38, Pittsburgh,81,20,277,47,28,3,18,1,2,4,13,4,2,2,1462,23
9/16/2006, Michigan,120,41,220,22,13,5,70,0,1,8,13,4,0,0,2036,47, Notre Dame,4,17,241,49,25,11,84,2,3,1,14,2,2,1,1564,21
9/16/2006, Mississippi,205,39,190,26,13,12,79,4,1,8,15,7,3,1,1780,14, Kentucky,87,33,293,34,22,5,45,1,0,9,11,4,0,0,1820,31
9/16/2006, Missouri,197,40,199,36,25,2,11,1,1,10,16,7,2,1,1891,27, New Mexico,33,27,168,31,16,1,5,2,1,4,14,6,0,0,1709,17
9/16/2006, Nebraska,68,36,143,17,9,5,51,1,0,3,14,5,3,2,1716,10, USC,142,31,257,37,25,7,46,0,0,8,15,9,2,1,1884,28
9/16/2006, UNLV,39,28,232,47,18,1,15,0,1,5,17,6,6,1,1684,13, Hawai'i,214,31,369,45,33,11,92,2,2,12,9,4,1,0,1916,42
9/16/2006, Nicholls State,141,50,83,11,4,6,34,2,0,9,13,4,3,2,1790,21, Louisiana Tech,178,42,203,22,13,3,25,3,0,9,9,4,0,0,1810,31
9/16/2006, North Carolina State,77,21,197,35,18,10,84,0,3,3,14,7,1,1,1525,17, Southern Mississippi,261,52,181,19,13,7,74,1,0,14,13,6,2,1,2075,37
9/16/2006, North Texas,27,31,62,11,6,6,45,1,2,2,11,3,0,0,1761,3, Tulsa,126,30,275,35,23,7,55,0,2,8,13,4,4,3,1839,28
9/16/2006, Louisiana-Monroe,123,30,73,21,10,9,56,1,1,8,12,3,1,0,1736,7, Alabama,219,43,225,23,15,3,15,1,0,11,12,7,0,0,1864,41
9/16/2006, Ohio,-6,26,125,29,14,9,55,2,2,1,16,5,1,0,1808,7, Rutgers,217,38,83,16,6,2,30,0,3,10,11,4,0,0,1792,24
9/16/2006, Oklahoma,207,43,174,24,13,8,64,1,0,7,14,4,1,1,2068,33, Oregon,163,31,343,42,27,6,49,2,2,11,14,8,1,1,1532,34
9/16/2006, Portland State,97,34,176,25,15,6,26,1,1,5,12,2,1,1,1996,16, California,193,31,309,37,24,9,103,2,1,9,10,5,1,0,1604,42
9/16/2006, Sam Houston State,66,25,244,51,33,3,23,1,2,3,16,8,2,1,2058,14, SMU,195,34,248,21,18,7,50,1,0,7,9,4,2,1,1542,45
9/16/2006, San Diego State,13,26,102,27,15,3,26,1,0,2,16,2,1,1,1531,0, Wisconsin,287,45,85,23,12,4,45,1,0,9,17,7,3,0,2069,14
9/16/2006, South Florida,100,38,333,32,22,5,48,0,1,5,15,7,1,0,1922,24, UCF,140,34,219,44,19,7,60,0,2,10,18,9,3,2,1678,17
9/16/2006, Southern Illinois,244,50,142,19,10,9,74,1,0,11,14,7,0,0,1980,35, Indiana,76,33,238,40,20,3,28,1,1,8,12,3,4,1,1620,28
9/16/2006, Stephen F. Austin,86,25,110,25,15,6,52,1,0,3,11,4,0,0,1632,10, Arizona,263,41,144,25,17,5,34,1,1,12,13,8,1,1,1968,28
9/16/2006, Syracuse,202,44,167,18,9,7,61,0,1,8,16,8,0,0,1837,31, Illinois,110,31,288,33,17,12,106,1,1,7,15,7,0,0,1763,21
9/16/2006, Temple,61,29,96,30,17,5,30,1,2,2,15,2,2,0,1908,0, Minnesota,282,45,166,17,9,4,30,0,1,12,11,2,4,3,1692,62
9/16/2006, Texas A&M,262,44,102,11,7,7,59,1,0,14,11,5,2,1,1770,28, Army,186,39,136,32,17,5,48,0,3,10,17,7,2,2,1830,24
9/16/2006, Texas Southern,64,24,148,29,14,8,73,2,2,4,10,2,0,0,1647,14, New Mexico State,111,26,409,50,33,8,78,1,1,8,14,7,3,3,1953,48
9/16/2006, Texas Tech,38,15,204,47,23,3,37,1,0,3,14,3,3,0,1572,3, TCU,180,44,101,23,13,12,105,0,0,8,16,4,0,0,2028,12
9/16/2006, Texas,330,43,163,11,10,19,148,2,0,13,7,3,0,0,1889,52, Rice,-12,20,180,29,18,13,91,1,0,1,12,3,1,0,1711,7
9/16/2006, Troy,101,38,182,33,18,8,71,1,2,5,16,5,2,2,1832,20, Georgia Tech,320,41,180,32,15,9,67,0,2,14,11,4,1,1,1768,35
9/16/2006, Tulane,129,36,298,24,16,4,41,1,0,8,12,4,1,0,1971,32, Mississippi State,98,32,252,35,18,5,44,1,1,4,14,6,2,0,1629,29
9/16/2006, Navy,368,69,78,12,9,4,34,1,0,27,14,9,0,0,2178,37, Stanford,74,25,270,41,26,3,15,2,1,6,12,7,1,0,1422,9
9/16/2006, Utah,161,37,240,30,20,7,71,1,0,9,14,7,1,0,2026,48, Utah State,34,29,64,20,6,4,24,4,2,4,13,3,0,0,1574,0
9/16/2006, Wake Forest,99,38,110,16,7,6,50,1,0,6,10,2,0,0,1578,24, Connecticut,127,47,197,32,19,4,25,1,2,10,16,5,3,2,1962,13
9/16/2006, Western Michigan,139,40,40,11,7,3,20,0,0,6,14,3,2,2,1912,17, Virginia,69,26,189,32,24,8,50,0,2,6,14,5,2,1,1688,10
9/16/2006, Youngstown State,47,28,137,27,16,3,20,1,2,3,13,3,0,0,1900,3, Penn State,389,39,179,32,14,5,40,1,0,16,11,4,0,0,1700,37
