"Team","Previous.Score","Score","Rank"
"South Florida",-34.0127746407799,-34.0127746407799,102
"Southern Miss",-22.0168326506902,-22.0168326506902,57
"Stanford",-32.3789521353465,-32.3789521353465,99
"Syracuse",16.8785226453343,16.8785226453343,15
"TCU",-30.3104383394196,-30.3104383394196,93
"Temple",-22.8016375073564,-22.8016375073564,63
"Tennessee",-41.5606847184249,-41.5606847184249,115
"Texas",-23.4108176856226,-23.4108176856226,68
"Texas A&M",-48.4059177830636,-48.4059177830636,122
"Texas State",11.7379568886872,11.7379568886872,40
"Texas Tech",-25.973146187726,-25.973146187726,79
"Toledo",-35.3736708904609,-35.3736708904609,105
"Troy",-36.3217273011688,-36.3217273011688,108
"Tulane",18.3154071327961,18.3154071327961,8
"Tulsa",-23.094215655969,-23.094215655969,67
"UCF",-26.4587011137437,-26.4587011137437,82
"UCLA",-28.3682544445314,-28.3682544445314,90
"UNLV",14.8633155648736,14.8633155648736,24
"USC",-27.0873950231271,-27.0873950231271,85
"Utah",-27.6458612376256,-27.6458612376256,88
"Utah State",17.3543906617682,17.3543906617682,14
"UTEP",9.39016462692168,9.39016462692168,46
"UTSA",18.592337159789,18.592337159789,6
"Vanderbilt",17.7247471759391,17.7247471759391,13
"Virginia",-22.3289173699822,-22.3289173699822,59
"Virginia Tech",-43.483763116373,-43.483763116373,116
"Wake Forest",-32.6361753192731,-32.6361753192731,100
"Washington",-75.4861820201803,-75.4861820201803,127
"Washington State",-43.61591842719,-43.61591842719,117
"West Virginia",-32.0028178500509,-32.0028178500509,98
"Western Kentucky",-21.2659460905797,-21.2659460905797,55
"Western Michigan",-39.6590367957805,-39.6590367957805,113
"Wisconsin",-38.9401930368641,-38.9401930368641,111
"Wyoming",-25.2863738311631,-25.2863738311631,75
