"Team","Previous.Score","Score","Rank"
"Air Force",-31.0782286369285,-31.0782286369285,95
"Akron",-22.3644207164696,-22.3644207164696,60
"Alabama",-59.7176946937432,-59.7176946937432,125
"Appalachian State",-30.3626918962282,-30.3626918962282,94
"Arizona",-19.9093564514514,-19.9093564514514,48
"Arizona State",-25.7877516184445,-25.7877516184445,78
"Arkansas",-26.9832849866281,-26.9832849866281,84
"Arkansas State",12.7761964175969,12.7761964175969,34
"Army",-20.6542442016943,-20.6542442016943,51
"Auburn",-35.9092464009306,-35.9092464009306,107
"Ball State",19.5215186173833,19.5215186173833,2
"Baylor",-34.5086892241513,-34.5086892241513,103
"Boise State",-37.2825621706809,-37.2825621706809,110
"Boston College",-22.8268744382312,-22.8268744382312,64
"Bowling Green",13.0380953424365,13.0380953424365,32
"Buffalo",9.51368048922602,9.51368048922602,45
"BYU",-26.401633668135,-26.401633668135,81
"California",-22.9916414272523,-22.9916414272523,65
"Central Michigan",-21.0965516565811,-21.0965516565811,52
"Charlotte",11.9366175682663,11.9366175682663,39
"Cincinnati",18.5792508646936,18.5792508646936,7
"Clemson",-53.8922654939105,-53.8922654939105,124
"Colorado",-35.876394825037,-35.876394825037,106
"Colorado State",18.0807295395124,18.0807295395124,11
"Connecticut",-21.8023311347489,-21.8023311347489,56
"Duke",-21.1858775362879,-21.1858775362879,53
"East Carolina",16.3036438791669,16.3036438791669,19
"Eastern Michigan",18.8143683052555,18.8143683052555,4
"Florida",-43.6943575584888,-43.6943575584888,118
"Florida Atlantic",12.1443987859178,12.1443987859178,37
"Florida International",12.6970570330937,12.6970570330937,35
"Florida State",-33.5901729099003,-33.5901729099003,101
"Fresno State",11.1365903798059,11.1365903798059,42
"Georgia",-25.0803056440748,-25.0803056440748,74
"Georgia Southern",-23.5815634092572,-23.5815634092572,69
"Georgia State",14.5611387569231,14.5611387569231,26
"Georgia Tech",-26.6429455601758,-26.6429455601758,83
"Hawaii",18.9082137418312,18.9082137418312,3
"Houston",-39.2322961648309,-39.2322961648309,112
"Idaho",14.3194494778878,14.3194494778878,28
"Illinois",13.7196972028898,13.7196972028898,29
"Indiana",-24.991293445278,-24.991293445278,73
"Iowa",-36.7783400688598,-36.7783400688598,109
"Iowa State",18.1953492071989,18.1953492071989,9
"Kansas",13.1950405211255,13.1950405211255,31
"Kansas State",-27.7310342251253,-27.7310342251253,89
"Kent State",16.8764206309748,16.8764206309748,16
"Kentucky",18.021796891414,18.021796891414,12
"Louisiana-Lafayette",16.7596242089996,16.7596242089996,17
"Louisiana-Monroe",14.9612837942043,14.9612837942043,23
"Louisiana Tech",-22.6265385362654,-22.6265385362654,61
"Louisville",-53.6900632499479,-53.6900632499479,123
"LSU",-31.9665475289095,-31.9665475289095,97
"Marshall",11.5571018869595,11.5571018869595,41
"Maryland",-29.0155269877326,-29.0155269877326,92
"Massachusetts",13.196987129521,13.196987129521,30
"Memphis",-34.7495553856571,-34.7495553856571,104
"Miami (FL)",-47.3972912046741,-47.3972912046741,121
"Miami (OH)",11.9665506898116,11.9665506898116,38
"Michigan",-79.9999463321991,-79.9999463321991,128
"Michigan State",19.6528596677539,19.6528596677539,1
"Middle Tennessee",-23.000092257936,-23.000092257936,66
"Minnesota",-22.6662508980333,-22.6662508980333,62
"Mississippi State",-21.2562193789932,-21.2562193789932,54
"Missouri",-20.0945786823977,-20.0945786823977,49
"Navy",-24.9026565554552,-24.9026565554552,72
"Nebraska",-45.8264301410497,-45.8264301410497,120
"Nevada",12.9448841672464,12.9448841672464,33
"New Mexico",14.6062661795887,14.6062661795887,25
"New Mexico State",12.6793830585969,12.6793830585969,36
"North Carolina",-22.1513489299605,-22.1513489299605,58
"North Carolina State",-45.3974467733993,-45.3974467733993,119
"North Texas",14.5237425138445,14.5237425138445,27
"Northern Illinois",18.1063837050736,18.1063837050736,10
"Northwestern",-28.7364713287819,-28.7364713287819,91
"Notre Dame",-20.5304796121311,-20.5304796121311,50
"Ohio",-24.6530293838714,-24.6530293838714,71
"Ohio State",-74.8072147905702,-74.8072147905702,126
"Oklahoma",-27.428903560637,-27.428903560637,86
"Oklahoma State",-25.3636557534584,-25.3636557534584,76
"Old Dominion",-24.0347850061461,-24.0347850061461,70
"Ole Miss",-40.8340215762536,-40.8340215762536,114
"Oregon",-27.5948830563864,-27.5948830563864,87
"Oregon State",18.7751339545108,18.7751339545108,5
"Penn State",-31.4204879551022,-31.4204879551022,96
"Pittsburgh",-26.0675078638215,-26.0675078638215,80
"Purdue",15.1443050275624,15.1443050275624,22
"Rice",10.6063795001931,10.6063795001931,43
"Rutgers",16.3578069675129,16.3578069675129,18
"San Diego State",-25.5770563749676,-25.5770563749676,77
"San Jose State",10.4035847442126,10.4035847442126,44
"SMU",15.511855397196,15.511855397196,21
"South Alabama",-19.1880252077569,-19.1880252077569,47
"South Carolina",16.1823298733949,16.1823298733949,20
