"TEAM","Points.For","Points.Against","Conf.Points.For","Conf.Points.Against","CONF.W","CONF.L","OVERALL.W","OVERALL.L","ConferenceOffset","Adjusted.SoS","First.Pass.SoS","SoS.Score","SoS.Ranking","Value","Rank"
"Nevada",109,142,17,38,0.129389937245638,0.870610062754362,0.348232930661708,0.651767069338292,0.982557525002033,0.380418984319029,0.341085691568574,0.163461326380392,118,0.339818028623856,115
"New Mexico",155,131,48,41,0.592323892922746,0.407676107077254,0.598375250135954,0.401624749864046,0.982557525002033,0.324528916146139,0.232942298988683,0,128,0.468251806118238,91
"New Mexico State",139,214,43,83,0.173846485547037,0.826153514452963,0.264509601555027,0.735490398444973,0.975,0.455884858153161,0.442752791248671,0.384175886885545,88,0.315825898166586,120
"North Carolina",202,155,74,71,0.524501101462668,0.475498898537332,0.651962523461476,0.348037476538524,1.00947282299374,0.44757635228001,0.436210370911125,0.35987605268131,93,0.585539804210785,57
"North Carolina State",160,85,33,16,0.8475725440313,0.1524274559687,0.817436992176091,0.182563007823909,1.00947282299374,0.462358482534726,0.426378231555652,0.403109254879043,82,0.69359269776486,22
"North Texas",117,151,55,65,0.402293434695676,0.597706565304324,0.353291767097359,0.646708232902641,0.982247931351517,0.440719716625845,0.440426084975874,0.33982249405852,94,0.375549275223535,108
"Northern Illinois",133,182,31,24,0.647156171566696,0.352843828433304,0.322268003835545,0.677731996164455,0.984925005858917,0.496535862012661,0.602008864560267,0.503067618937348,55,0.409251071861958,103
"Northwestern",103,99,51,55,0.455380785963692,0.544619214036308,0.523451195340668,0.476548804659332,1.02003770631759,0.619651703012393,0.71409967221325,0.863143734894123,2,0.598762835018511,52
"Notre Dame",199,167,0,0,0.75,0.75,0.602402849609073,0.397597150390927,1.00931274900398,0.465469258292059,0.458317896962443,0.412207320921701,78,0.559537282931474,64
"Ohio",164,133,17,7,0.891185555363331,0.108814444636669,0.621649637742778,0.378350362257222,0.984925005858917,0.41595049306507,0.336851932523561,0.267380103683684,106,0.518776812602118,75
"Ohio State",228,37,58,0,1,0,0.986740249803322,0.0132597501966783,1.02003770631759,0.476000276624658,0.394796935772294,0.443007323159271,73,0.805244094369209,3
"Oklahoma",158,141,52,46,0.572135061469746,0.427864938530254,0.567041174764581,0.432958825235418,1.0199203187251,0.615232641373118,0.707340169103623,0.850219333465983,4,0.626034747370509,43
"Oklahoma State",206,141,73,66,0.559444312790823,0.440555687209177,0.710642302034857,0.289357697965143,1.0199203187251,0.470295528389404,0.524600399188283,0.426322682333352,76,0.661549217575096,33
"Old Dominion",168,137,85,36,0.884540000766638,0.115459999233362,0.618559812516904,0.381440187483096,0.982247931351517,0.397391573031936,0.396676014301026,0.213100948478158,113,0.53493079566259,71
"Ole Miss",208,148,88,62,0.696350649690874,0.303649350309126,0.691378571772858,0.308621428227142,1.025,0.562796606021233,0.586245273418767,0.696859994875916,22,0.672742492462865,30
"Oregon",200,181,71,92,0.351127321587465,0.648872678412535,0.558869241471938,0.441130758528062,1.02160816194681,0.568452991879199,0.616499373400936,0.713403190565036,20,0.590570516266331,54
"Oregon State",90,122,6,47,0.00755186745577659,0.992448132544223,0.327177006025775,0.672822993974225,1.02160816194681,0.539699750321367,0.595568381792773,0.629308768131339,31,0.425643639783817,96
"Penn State",145,157,39,75,0.175114328882974,0.824885671117026,0.453028022288016,0.546971977711984,1.02003770631759,0.590675359698439,0.664113810031448,0.778396808175398,10,0.533877485674278,72
"Pittsburgh",187,155,36,37,0.483771809746422,0.516228190253578,0.60940453371677,0.39059546628323,1.00947282299374,0.482865467159049,0.463987020680297,0.463085902185767,68,0.566245639197032,62
"Purdue",96,126,7,50,0.00938059263646831,0.990619407363532,0.344233876661258,0.655766123338742,1.02003770631759,0.407440040461218,0.467452400125435,0.242489637162514,109,0.393027380669774,105
"Rice",101,201,77,132,0.217989425732534,0.782010574267466,0.163693827007477,0.836306172992523,0.982247931351517,0.580372437647184,0.694717958711836,0.748263917678963,15,0.334653707907888,116
"Rutgers",109,162,7,72,0.00397442976066578,0.996025570239334,0.281080389183064,0.718919610816936,1.02003770631759,0.569500157125444,0.676408102140639,0.716465828090563,19,0.421128986662822,97
"San Diego State",142,110,0,0,0.75,0.75,0.646838607191757,0.353161392808243,0.982557525002033,0.369634149368631,0.341660546967074,0.13191898829749,123,0.535604474444999,70
"San Jose State",144,206,41,48,0.407676107077254,0.592323892922746,0.299724732895871,0.700275267104129,0.982557525002033,0.460856745060907,0.476520988159521,0.398717132855034,83,0.352400955403222,113
"SMU",99,153,20,45,0.127649327793672,0.872350672206328,0.262753914764505,0.737246085235495,0.995521759117377,0.502315116286284,0.556391756858237,0.519970167099102,49,0.359018193142865,109
"South Alabama",136,136,32,52,0.240369734577745,0.759630265422255,0.5,0.5,0.975,0.478870366151432,0.550417396678645,0.451401455716521,71,0.50388565392056,81
"South Carolina",70,93,50,78,0.258475862992681,0.741524137007319,0.337752253796114,0.662247746203886,1.025,0.560638843897789,0.550981426534951,0.69054920173785,25,0.419049360826786,98
"South Florida",229,132,45,20,0.872350672206328,0.127649327793672,0.786789464985781,0.213210535014219,0.995521759117377,0.430029987307604,0.362636334406459,0.308558310812191,102,0.642514808674508,36
"Southern Miss",209,107,78,35,0.869803787320016,0.130196212679984,0.830155234841715,0.169844765158285,0.982247931351517,0.386118619228377,0.282147282831161,0.180131012294604,116,0.635991703048392,39
"Stanford",81,80,55,67,0.385150854376707,0.614849145623293,0.507359811486538,0.492640188513462,1.02160816194681,0.666445070936343,0.753369337181113,1,1,0.602098037580521,50
"Syracuse",145,188,28,62,0.131931955429824,0.868068044570176,0.350803664966439,0.649196335033561,1.00947282299374,0.488295706251123,0.523660367221934,0.478967687869178,65,0.412291480389968,100
"TCU",217,157,87,72,0.610283378120714,0.389716621879286,0.682883307148783,0.317116692851217,1.0199203187251,0.45373019812384,0.438438812846693,0.377874166422402,89,0.613381924766175,46
"Temple",171,102,45,20,0.872350672206328,0.127649327793672,0.772864513161741,0.227135486838259,0.995521759117377,0.377630171959604,0.356822163379255,0.155304904636773,120,0.631343702394575,41
"Tennessee",165,115,72,59,0.615841633105924,0.384158366894076,0.701740890199537,0.298259109800463,1.025,0.608065814461661,0.664253419248283,0.829258560448824,7,0.706476193212847,20
"Texas",165,153,31,49,0.252548816912091,0.747451183087909,0.544619214036308,0.455380785963692,1.0199203187251,0.512739366752407,0.496432720176732,0.55045790603767,44,0.539086074305223,69
"Texas A&M",196,77,98,53,0.811039857022408,0.188960142977592,0.901527470444022,0.0984725295559777,1.025,0.498011422865095,0.518457407495647,0.507383182363532,53,0.793183385697761,5
"Texas State",110,177,0,0,0.75,0.75,0.244652993895292,0.755347006104708,0.975,0.509837837840492,0.596844170309942,0.541971822910962,45,0.352998801382671,112
"Texas Tech",238,149,55,19,0.92546719132576,0.07453280867424,0.752115828280172,0.247884171719828,1.0199203187251,0.387425517119983,0.393024289026753,0.183953288233592,115,0.645016629575427,35
"Toledo",181,85,0,0,0.75,0.75,0.857093260213656,0.142906739786344,0.984925005858917,0.350710226786223,0.231685831178059,0.0765723124610736,126,0.638846112435208,37
"Troy",204,97,86,19,0.972840221560944,0.027159778439056,0.853444881347509,0.146555118652491,0.975,0.458104997292717,0.421871947865939,0.390669113685308,86,0.691847555932311,25
"Tulane",155,112,0,0,0.75,0.75,0.683537161242528,0.316462838757472,0.995521759117377,0.413769675547684,0.40634195525106,0.261001880581813,107,0.588491497486416,55
"Tulsa",154,120,0,0,0.75,0.75,0.643645534525388,0.356354465474612,0.995521759117377,0.438196764299687,0.433722040282194,0.332443631460739,96,0.571101999355741,60
"UCF",176,124,47,29,0.758479002314818,0.241520997685182,0.696350649690873,0.303649350309126,0.995521759117377,0.474481123300687,0.506255826068111,0.438564265109255,74,0.63015104600544,42
"UCLA",141,112,58,46,0.633989373312738,0.366010626687262,0.633141707764721,0.366858292235279,1.02160816194681,0.593065209944761,0.605854383540435,0.785386387968106,9,0.637530418606306,38
"UNLV",180,152,45,20,0.872350672206328,0.127649327793672,0.598858450016817,0.401141549983183,0.982557525002033,0.400820278250192,0.317783213107104,0.223128860790051,111,0.496355346769288,84
"USC",129,137,78,78,0.5,0.5,0.464410438856328,0.535589561143672,1.02160816194681,0.60935175808039,0.662283123491517,0.833019551559404,6,0.541828278045469,68
"Utah",132,91,54,55,0.489129848383909,0.510870151616091,0.707133691723862,0.292866308276138,1.02160816194681,0.439928344587457,0.364494544672722,0.337507973298674,95,0.605732567976029,48
"Utah State",116,119,30,48,0.24714292277318,0.75285707722682,0.484876133498558,0.515123866501442,0.982557525002033,0.466858297125161,0.449411320275022,0.416269833949066,77,0.464803287294373,92
"UTEP",73,191,14,62,0.0285608253471741,0.971439174652826,0.0928351245711794,0.907164875428821,0.982247931351517,0.546553888956322,0.622082314247069,0.649355023737954,27,0.26447109481105,128
"UTSA",87,101,19,33,0.212754279750233,0.787245720249767,0.412501613172086,0.587498386827914,0.982247931351517,0.39929035278201,0.428718745699681,0.218654297518477,112,0.410488604510006,102
"Vanderbilt",101,118,16,26,0.240369734577745,0.759630265422255,0.408858342408765,0.591141657591235,1.025,0.581677913267307,0.640519637304755,0.752082033909604,14,0.498230743391781,83
"Virginia",139,149,34,20,0.778610780604855,0.221389219395145,0.458930358549467,0.541069641450533,1.00947282299374,0.51452738237875,0.526308739198901,0.555687303950852,42,0.485949939310103,88
"Virginia Tech",163,75,49,0,1,0,0.862918090440606,0.137081909559394,1.00947282299374,0.493223555929762,0.483704845070899,0.493380138435203,57,0.74349053899612,14
"Wake Forest",118,99,40,47,0.40559506524422,0.59440493475578,0.602546888077925,0.397453111922075,1.00947282299374,0.532253517450435,0.577320070536072,0.607530818284249,35,0.599766112521075,51
"Washington",227,64,79,34,0.880599229783194,0.119400770216806,0.952600260723282,0.0473997392767178,1.02160816194681,0.408102508806088,0.298457189245609,0.24442715411101,108,0.750424901126713,10
"Washington State",177,115,51,33,0.737246085235495,0.262753914764505,0.73535921351874,0.26464078648126,1.02160816194681,0.464782036449793,0.474885713632579,0.410197407577048,80,0.662548356675346,32
"West Virginia",116,80,17,16,0.535858421072182,0.464141578927818,0.706947706527313,0.293052293472688,1.0199203187251,0.519655293680841,0.581205428595452,0.570684873472648,38,0.67828129543482,28
"Western Kentucky",117,107,46,14,0.943710649268336,0.0562893507316641,0.55274005947632,0.44725994052368,0.982247931351517,0.498353383668285,0.449653657090432,0.508383312946423,51,0.50917564483106,78
"Western Michigan",224,93,49,10,0.977389866718692,0.022610133281308,0.889273372355647,0.110726627644353,0.984925005858917,0.491223370838295,0.459378365385571,0.487530209838836,59,0.734729467391324,18
"Wisconsin",130,61,37,20,0.811225052592654,0.188774947407346,0.857329627177602,0.142670372822398,1.02003770631759,0.585301862078201,0.578415507693443,0.762680973913238,13,0.779674240231616,6
"Wyoming",164,152,38,17,0.870610062754362,0.129389937245638,0.544900367753095,0.455099632246905,0.982557525002033,0.457702326671778,0.45635759068934,0.389491425485153,87,0.506396499415989,80
