"TEAM","WIN.PERC","WIN.MULT","SoS.MULT","SIM.WINS","SIM.LOSSES","SIM.PERC","RANK.SCORE","RANK","SIMURANK","ALT.RANK.SCORE","ALT.RANK"
"Air Force",0.655960535365158,0.827980267682579,0.818409500865904,13934,17816,0.438866141732283,0.297387510861455,75,77,0.504184936801382,57
"Akron",0.389597395251222,0.694798697625611,0.860218255682313,10167,21583,0.320220472440945,0.191388899234016,95,95,0.330166018654568,100
"Alabama",0.947064622954397,0.973532311477199,0.989155656132333,30278,1472,0.953637795275591,0.918329348586585,1,2,0.942408817437315,1
"Appalachian State",0.723312432175503,0.861656216087751,0.882093478141446,20143,11607,0.634425196850394,0.482202058022432,35,38,0.636827851670556,27
"Arizona",0.219044753687976,0.609522376843988,0.965515588179889,10172,21578,0.320377952755906,0.188543500445275,96,94,0.247786733715145,110
"Arizona State",0.449473173403552,0.724736586701776,0.920601789045564,14239,17511,0.448472440944882,0.299218031308875,74,74,0.425348018690492,74
"Arkansas",0.477805861015964,0.738902930507982,0.995876741677957,16850,14900,0.530708661417323,0.390525281638813,55,58,0.494126716487913,60
"Arkansas State",0.523221554895086,0.761610777447543,0.843258474137515,14183,17567,0.446708661417323,0.286891821948962,76,75,0.443043560483567,73
"Army",0.65242517728184,0.82621258864092,0.802824583776557,6258,25492,0.197102362204724,0.130738741421636,111,116,0.414889434999334,79
"Auburn",0.84391067331412,0.92195533665706,0.961891929394866,27136,4614,0.854677165354331,0.75794599827031,4,5,0.826059632312136,5
"Ball State",0.463776725014034,0.731888362507017,0.801320758816326,8982,22768,0.282897637795276,0.165913053544328,103,102,0.342055157404823,96
"Baylor",0.687942863811705,0.843971431905853,0.832387082853802,20077,11673,0.632346456692913,0.44423028992201,47,40,0.592538654616515,44
"Boise State",0.768499778270481,0.88424988913524,0.87538196150641,24473,7277,0.770803149606299,0.596645112952886,18,16,0.705421612081869,17
"Boston College",0.263199528283804,0.631599764141902,0.893346355336604,7038,24712,0.221669291338583,0.125074092928877,113,113,0.230641989991961,114
"Bowling Green",0.180170259180288,0.590085129590144,0.919361477595981,6294,25456,0.198236220472441,0.107543454225474,116,115,0.176506470623374,123
"Buffalo",0.197985697788445,0.598992848894223,0.82476845619096,4951,26799,0.155937007874016,0.0770376235056448,125,123,0.160840574833249,124
"BYU",0.656004124934004,0.828002062467002,0.898997374792906,19407,12343,0.611244094488189,0.454992793798228,45,45,0.596912022275388,41
"California",0.390643354322874,0.695321677161437,0.965809509573264,18331,13419,0.577354330708661,0.387721312365417,57,52,0.44397615454064,72
"Central Michigan",0.481523382361969,0.740761691180984,0.86654066439772,10662,21088,0.335811023622047,0.215557139059009,90,93,0.390110068990668,87
"Charlotte",0.333808340935825,0.666904170467912,0.835763154677537,7877,23873,0.248094488188976,0.138281400731259,110,109,0.268687970781792,107
"Cincinnati",0.33939400189792,0.66969700094896,0.870237603535234,9344,22406,0.294299212598425,0.171516260640819,101,99,0.295002019443394,104
"Clemson",0.854989780730116,0.927494890365058,0.913331771146167,26520,5230,0.835275590551181,0.707570765703672,8,7,0.799018084014467,8
"Colorado",0.832693477884612,0.916346738942306,0.908398287574557,25289,6461,0.796503937007874,0.663016096650193,10,14,0.76977953192588,10
"Colorado State",0.551910837729654,0.775955418864827,0.874026437227163,16145,15605,0.508503937007874,0.344870192376038,67,66,0.49109108778123,63
"Connecticut",0.238962645768949,0.619481322884474,0.882863960023837,8821,22929,0.277826771653543,0.151948388364672,107,103,0.233256595712079,113
"Duke",0.507299368378886,0.753649684189443,0.936835583574235,14669,17081,0.462015748031496,0.3262042976967,69,73,0.470842649225215,67
"East Carolina",0.409957652091741,0.70497882604587,0.859502477670425,11634,20116,0.366425196850394,0.222028403428165,88,88,0.357048144091999,92
"Eastern Michigan",0.50566965670678,0.75283482835339,0.858830834181792,12659,19091,0.398708661417323,0.257788180468227,83,84,0.42242601586571,76
