"TEAM","ELO","GAMES","RANK"
"Hawaii",1104.5905516273,12,103
"Appalachian State",1622.45490677551,12,37
"Indiana",1313.48284449749,12,81
"Oregon State",1461.06756848325,12,60
"Rice",703.87914160003,11,128
"South Carolina",1450.60764637727,11,61
"Tulane",1166.79027668574,11,98
"Charlotte",1071.25913104784,12,107
"Ball State",1104.23829248008,11,104
"Colorado State",1414.71878589905,11,66
"Kansas State",1586.73837998599,11,42
"Toledo",1601.37584277396,12,40
"Army",1206.28756787761,11,94
"Boise State",1931.52757314303,12,10
"Bowling Green",1064.27997719427,12,110
"BYU",1489.65397991181,12,55
"Fresno State",716.864370957525,11,127
"UCLA",1509.44944942598,13,51
"Clemson",2021.8202921756,11,4
"Georgia Tech",1582.49067884401,12,43
"Georgia",1621.3655996943,11,38
"Kent State",1072.75551518037,12,106
"LSU",1742.17323543724,10,27
"Louisiana Tech",1347.32869523164,11,75
"Massachusetts",1016.25540839945,12,114
"Miami (OH)",1065.70165651317,11,108
"Missouri",1334.54783214301,12,78
"New Mexico State",960.377116524178,11,120
"Northern Illinois",1200.80334790079,11,97
"Oklahoma",1795.78051450332,11,22
"Rutgers",1213.25656911956,12,93
"San Jose State",997.716885998167,12,116
"South Alabama",1258.74032431161,10,89
"USC",1897.0084604889,12,12
"SMU",1301.27145641732,12,84
"Southern Miss",1300.26925511992,12,85
"Texas State",945.583131825438,11,121
"Western Michigan",1946.47721713276,12,9
"Notre Dame",1277.6355554644,12,87
"Ole Miss",1649.16809801496,12,33
"Louisville",1869.42414949361,12,15
"Maryland",1529.71679310647,12,49
"Akron",1341.96748473316,11,76
"Arkansas State",1340.81140264836,10,77
"Arkansas",1589.00946969418,12,41
"Boston College",1354.95271327117,12,71
"California",1440.60276900299,12,65
"UCF",1395.75229141004,11,68
"Central Michigan",1376.49101380229,12,69
"Cincinnati",1205.2855052982,11,95
"Connecticut",1127.48922664775,12,102
"Eastern Michigan",1350.45597688077,12,74
"Florida Atlantic",849.884028697625,11,125
"Georgia Southern",1315.4587948024,11,80
"Georgia State",937.57817571588,10,122
"Idaho",1263.20486664897,11,88
"Iowa State",1153.84439781235,12,99
"Kentucky",1481.3895516128,12,56
"Middle Tennessee",1407.72828473189,12,67
"North Carolina",1640.97065450718,10,34
"UNLV",1015.03740231427,12,115
"Nevada",991.867948109496,12,117
"New Mexico",1220.17148931288,12,92
"North Carolina State",1529.81369741686,12,48
"Louisiana-Monroe",1057.28909906491,10,112
"Ohio",1317.00400199359,12,79
"Old Dominion",1366.56426969166,12,70
"Penn State",1889.40942245124,12,13
"Texas Tech",1353.19323189275,11,73
"UTEP",872.129155017358,11,124
"UTSA",1130.08829013259,11,101
"Troy",1578.03579958108,11,44
"Tulsa",1651.23287714653,12,32
"Utah State",1307.86106261006,12,82
"Virginia Tech",1796.66067033563,12,21
"Virginia",1074.97348266492,12,105
"Wake Forest",1445.76838932111,12,64
"Washington State",1843.21095156552,11,18
"Western Kentucky",1464.22593844822,11,57
"Wyoming",1504.12002387242,12,52
"Houston",1773.70664133886,12,25
"Alabama",2305.2310303858,11,1
"Arizona State",1501.64449366683,11,53
"Baylor",1659.47305278672,10,31
"Colorado",1998.16003808806,13,5
"East Carolina",1061.10746955037,11,111
"Florida International",923.660084473088,12,123
"Florida State",1784.37404219397,11,23
"Kansas",962.183954829205,11,119
"Miami (FL)",1775.66473559605,12,24
"Michigan State",1239.44580622488,12,91
"Mississippi State",1354.89897647784,12,72
"North Texas",1064.53999255459,12,109
"Ohio State",2262.03057475169,12,2
"Oregon",1462.73129680511,12,59
"Pittsburgh",1754.49478762189,12,26
"San Diego State",1527.26408644537,11,50
"South Florida",1639.21408204026,12,35
"Temple",1567.7255366927,12,46
"Texas A&M",1950.94579913009,11,8
"Navy",1552.22950762768,11,47
"Vanderbilt",1450.53004565127,12,62
"Buffalo",802.778606878548,11,126
"Duke",1245.55183831461,12,90
"Texas",1448.63061916967,12,63
"Utah",1681.25451587901,12,30
"Florida",1850.94090082656,11,17
"Iowa",1685.21663896232,11,29
"Nebraska",1875.36053988734,12,14
"Oklahoma State",1630.64907614924,10,36
"Syracuse",1302.47945480297,12,83
"TCU",1463.37226081733,10,58
"Wisconsin",1866.72941461505,12,16
"Louisiana-Lafayette",1147.05948569263,10,100
"Stanford",1908.85077552367,12,11
"Air Force",1604.1219683812,11,39
"Washington",1953.79433326406,12,7
"Illinois",1204.24095188908,12,96
"Marshall",984.075845237602,12,118
"Memphis",1490.96554618571,11,54
"Minnesota",1705.27588054718,12,28
"Northwestern",1572.00970391284,12,45
"Purdue",1048.89413307073,11,113
"Tennessee",1981.40295350711,12,6
"Arizona",1299.86033579186,11,86
"Auburn",1830.55988366933,12,19
"Michigan",2250.20170328653,12,3
"West Virginia",1802.57911646932,10,20
