"TEAM","WIN.PERC","WIN.MULT","SoS.MULT","SIM.WINS","SIM.LOSSES","SIM.PERC","RANK.SCORE","RANK","SIMURANK","ALT.RANK.SCORE","ALT.RANK"
"East Carolina",0.44843385842289,0.724216929211445,0.866155495065102,5138,7562,0.404566929133858,0.253778552876568,85,84,0.393797943475441,85
"Eastern Michigan",0.491190340525504,0.745595170262752,0.857023616629974,4612,8088,0.363149606299213,0.232049936306321,87,87,0.401691016826988,83
"Florida",0.822809706620083,0.911404853310042,0.89442642077723,9244,3456,0.727874015748031,0.593351674421039,17,20,0.733253165831319,13
"Florida Atlantic",0.242024672502838,0.621012336251419,0.826822580781373,2061,10639,0.162283464566929,0.0833272073613292,122,122,0.187502131076685,120
"Florida International",0.252508950889701,0.626254475444851,0.865295607522651,2346,10354,0.184724409448819,0.100101279447112,118,119,0.20723806052628,117
"Florida State",0.590015517250922,0.795007758625461,0.96574388732154,8743,3957,0.688425196850394,0.528554886723807,24,26,0.609344318423421,34
"Fresno State",0.190106523152513,0.595053261576257,0.87748046341272,1573,11127,0.123858267716535,0.0646722986803598,127,127,0.152495929261278,125
"Georgia",0.44702489342572,0.72351244671286,0.925299175291337,6346,6354,0.499685039370079,0.334521879861991,67,68,0.442316189937704,77
"Georgia Southern",0.52508860211944,0.76254430105972,0.845041457444057,3742,8958,0.294645669291339,0.189864232351898,97,100,0.394029648178629,84
"Georgia State",0.362002200565606,0.681001100282803,0.869689115515259,4517,8183,0.355669291338583,0.21064842580489,92,89,0.32844267952918,100
"Georgia Tech",0.522160617578841,0.76108030878942,0.896810188068451,5760,6940,0.453543307086614,0.309563523716319,73,75,0.463367076797417,73
"Hawaii",0.301533162588567,0.650766581294283,0.855679763662446,3610,9090,0.284251968503937,0.158285081738388,106,103,0.266761206368096,109
"Houston",0.795605407805231,0.897802703902616,0.842111362118173,8589,4111,0.676299212598425,0.511315923580764,26,30,0.67209197331644,21
"Idaho",0.316996827829893,0.658498413914946,0.868925269172221,3782,8918,0.297795275590551,0.170394261222197,101,99,0.282896127829404,106
"Illinois",0.370785096653633,0.685392548326816,0.901865654418021,4020,8680,0.316535433070866,0.195660680039575,95,94,0.328444040251607,99
"Indiana",0.512265058007729,0.756132529003864,0.902898966720068,7179,5521,0.565275590551181,0.385920021492393,61,55,0.49677425789171,61
"Iowa",0.626903281167337,0.813451640583668,0.884958017178167,7423,5277,0.584488188976378,0.420755834605389,49,51,0.564684786101682,47
"Iowa State",0.326820865787463,0.663410432893732,0.950959395074107,6398,6302,0.503779527559055,0.317822606654735,71,66,0.375122091070913,88
"Kansas",0.153274034318829,0.576637017159414,0.939932360244258,1639,11061,0.129055118110236,0.069947847242342,124,125,0.139063189264383,127
"Kansas State",0.649089984433212,0.824544992216606,0.898007309985017,7073,5627,0.556929133858268,0.412376746092533,52,57,0.574234745192146,46
"Kent State",0.402293434695676,0.701146717347838,0.838497490471672,3669,9031,0.288897637795276,0.169845741752635,102,101,0.321180569548794,102
"Kentucky",0.436475670552959,0.71823783527648,0.93987818948733,5269,7431,0.41488188976378,0.28006854060737,79,82,0.411783271917649,81
"Louisiana-Lafayette",0.382151469379651,0.691075734689826,0.797119112528184,3309,9391,0.260551181102362,0.143529744800141,110,107,0.289930553782953,105
"Louisiana-Monroe",0.22697190649499,0.613485953247495,0.837791051803165,1603,11097,0.126220472440945,0.0648739201879064,126,126,0.168843512328453,123
"Louisiana Tech",0.724925569903221,0.86246278495161,0.790998224370122,8269,4431,0.651102362204724,0.444186284159444,42,34,0.599310679797539,37
"Louisville",0.885089859671376,0.942544929835688,0.881083975870573,11096,1604,0.873700787401575,0.725574634241246,6,6,0.81112592417518,6
"LSU",0.804685907841383,0.902342953920691,0.971515811141504,9937,2763,0.78244094488189,0.685919379520632,8,14,0.781990369941069,8
"Marshall",0.377352084645129,0.688676042322564,0.82881486173784,2363,10337,0.186062992125984,0.106201953573526,117,117,0.270524341283087,108
"Maryland",0.544139155038986,0.772069577519493,0.889244903255511,6012,6688,0.473385826771654,0.325007269909313,70,71,0.480377255777337,68
"Massachusetts",0.301929428072435,0.650964714036217,0.866456533520334,2901,9799,0.228425196850394,0.128839264439087,113,114,0.250547549360411,112
"Memphis",0.742250849912358,0.871125424956179,0.830428314458386,8904,3796,0.701102362204724,0.507182509605853,27,24,0.644624868866924,27
"Miami (FL)",0.791164164055719,0.895582082027859,0.907353543518707,9186,3514,0.723307086614173,0.587766264710832,18,22,0.719679434045372,14
"Miami (OH)",0.442587297738432,0.721293648869216,0.843499693318782,4926,7774,0.387874015748031,0.235986806785072,86,86,0.378172838522115,87
"Michigan",0.972472691079262,0.986236345539631,0.93240826047297,12175,525,0.958661417322835,0.881560991693376,2,1,0.924048185938733,2
"Michigan State",0.358492730321723,0.679246365160862,0.938408852000469,5511,7189,0.433937007874016,0.276596136100617,80,80,0.36892083696582,90
"Middle Tennessee",0.619741580164757,0.809870790082378,0.831025713798909,7496,5204,0.590236220472441,0.397242818251382,57,49,0.540092866175668,51
"Minnesota",0.705968990729387,0.852984495364694,0.85091187153028,7501,5199,0.590629921259842,0.428687839737123,47,47,0.597354903849204,39
"Mississippi State",0.52169209897819,0.760846049489095,0.936344336825314,7439,5261,0.585748031496063,0.417295033464171,50,50,0.520904972128514,59
"Missouri",0.525374926372624,0.762687463186312,0.92046471861681,6043,6657,0.475826771653543,0.334043194009252,68,70,0.481001646399117,67
"Navy",0.608837637358487,0.804418818679243,0.886884464785836,6898,5802,0.543149606299213,0.387497351639546,60,61,0.541028963533174,50
"Nebraska",0.624419673542366,0.812209836771183,0.9248873324005,7964,4736,0.627086614173228,0.471069088270225,35,39,0.594040768831736,42
"Nevada",0.376195495525081,0.688097747762541,0.780542786621539,2350,10350,0.18503937007874,0.0993827459638156,119,118,0.257437576953992,111
"New Mexico",0.610009515315222,0.805004757657611,0.765833186917188,3479,9221,0.273937007874016,0.168881989771783,103,105,0.402756023400449,82
"New Mexico State",0.199801869786056,0.599900934893028,0.876093023723543,2979,9721,0.234566929133858,0.123281112004044,114,111,0.194885659208942,119
"North Carolina",0.652728666160254,0.826364333080127,0.889492596219855,8153,4547,0.641968503937008,0.471875710765028,34,35,0.601054378572341,36
"North Carolina State",0.560996496582616,0.780498248291308,0.921127610499134,6981,5719,0.549685039370079,0.395189730227467,59,59,0.527727921387047,57
"North Texas",0.417181052704738,0.708590526352369,0.86959950487505,3978,8722,0.313228346456693,0.193008165680428,96,95,0.346263073402426,95
"Northern Illinois",0.483314952823321,0.741657476411661,0.872302252320658,6675,6025,0.525590551181102,0.340030537524017,66,64,0.456261331679058,75
"Northwestern",0.5291599691294,0.7645799845647,0.993163179652076,8680,4020,0.683464566929134,0.51899065643902,25,27,0.578182987299811,44
"Notre Dame",0.545648186894232,0.772824093447116,0.911761533046983,7199,5501,0.566850393700787,0.399420518604889,56,54,0.520617482824924,60
"Ohio",0.63963058051664,0.81981529025832,0.788716020641187,5715,6985,0.45,0.290970654027004,77,76,0.486324590763665,66
"Ohio State",0.942318799583175,0.971159399791587,0.947252381880507,12091,609,0.952047244094488,0.875819729419746,3,2,0.912424899628791,3
"Oklahoma",0.688659554669596,0.844329777334798,0.930181995846901,10041,2659,0.790629921259843,0.620945210157269,14,13,0.690595786434349,19
"Oklahoma State",0.716221037906326,0.858110518953163,0.861416964951034,8599,4101,0.677086614173228,0.500496303541119,29,29,0.637005506529307,28
"Old Dominion",0.607518878184927,0.803759439092464,0.809367816689722,5767,6933,0.454094488188976,0.295405276217463,76,74,0.479168981419208,69
"Ole Miss",0.573144625458832,0.786572312729416,0.989615763464346,9098,3602,0.716377952755906,0.557631721676641,22,23,0.616921288317921,30
"Oregon",0.436710747229093,0.718355373614546,0.954389258217901,8092,4608,0.637165354330709,0.436834610809877,44,36,0.490249815512742,64
"Oregon State",0.332786332511929,0.666393166255964,0.974584371290986,4997,7703,0.393464566929134,0.255538067381574,83,85,0.347373761406626,94
"Penn State",0.669832677631669,0.834916338815835,0.991346264572373,10298,2402,0.810866141732283,0.671146764793891,11,9,0.712979462483205,17
"Pittsburgh",0.542303958968218,0.771151979484109,0.925778975443243,7681,5019,0.604803149606299,0.431778820431432,46,44,0.536303452210374,53
"Purdue",0.293486802218152,0.646743401109076,0.865231445586935,2938,9762,0.231338582677165,0.129453075155007,111,113,0.24640220098832,113
"Rice",0.234998350120819,0.61749917506041,0.868166007536506,1657,11043,0.130472440944882,0.0699452048644567,125,124,0.179502533249666,122
"Rutgers",0.180867995279779,0.59043399763989,0.967632474539877,3237,9463,0.25488188976378,0.145619913990631,109,110,0.201636460479686,118
"San Diego State",0.885207414001429,0.942603707000714,0.75,8435,4265,0.664173228346457,0.469539110347501,36,31,0.6639947831162,24
"San Jose State",0.273403586153278,0.636701793076639,0.868837053908387,2264,10436,0.178267716535433,0.098615937740167,120,120,0.217784683059412,116
"SMU",0.332259341582733,0.666129670791367,0.932727053026501,5196,7504,0.409133858267717,0.254201888830613,84,83,0.342982803765898,97
"South Alabama",0.444269608696672,0.722134804348336,0.847760038328976,4392,8308,0.345826771653543,0.211714122297799,90,92,0.366364937549241,91
"South Carolina",0.441620740979969,0.720810370489985,0.917375231880074,6763,5937,0.53251968503937,0.352130548562696,63,63,0.447594514786156,76
"South Florida",0.702678626083836,0.851339313041918,0.846969762319251,7608,5092,0.599055118110236,0.431953878106936,45,46,0.596450071984108,41
"Southern Miss",0.590015517250922,0.795007758625461,0.823427389845368,3815,8885,0.300393700787402,0.196647077882098,94,96,0.424021191821262,79
"Stanford",0.541022337609423,0.770511168804712,0.980710088539548,7097,5603,0.558818897637795,0.422270425156097,48,56,0.539997008958472,52
"Syracuse",0.296010872089063,0.648005436044531,0.913581724335507,4448,8252,0.350236220472441,0.207341917193091,93,90,0.297032155454269,104
"TCU",0.642812330739072,0.821406165369536,0.87834954349449,8416,4284,0.662677165354331,0.478109467940433,33,32,0.597301666622972,40
"Temple",0.750956714960865,0.875478357480432,0.856588250967798,6958,5742,0.547874015748032,0.410864133622874,54,60,0.611465137929911,33
"Tennessee",0.624916674136228,0.812458337068114,0.97831529721746,7959,4741,0.626692913385827,0.498120858176774,31,40,0.616474665657763,31
"Texas",0.563467402632605,0.781733701316303,0.929942994643803,8751,3949,0.689055118110236,0.500920868970063,28,25,0.579013415228966,43
"Texas A&M",0.786996233309293,0.893498116654647,0.917027141951008,10321,2379,0.812677165354331,0.665876807270068,12,8,0.752023659489997,12
"Texas State",0.199392791281239,0.599696395640619,0.835044941132808,979,11721,0.0770866141732283,0.0386029290650376,128,128,0.136696832496242,128
"Texas Tech",0.559614530277571,0.779807265138785,0.894894184314825,7500,5200,0.590551181102362,0.412113180979812,53,48,0.530714252769768,56
"Toledo",0.794815602544145,0.897407801272073,0.799605869773785,7364,5336,0.579842519685039,0.416079072826734,51,52,0.616973654016404,29
"Troy",0.811800929051029,0.905900464525515,0.811734117561941,8622,4078,0.678897637795276,0.499227591242415,30,28,0.665610219784559,23
"Tulane",0.43990365382568,0.71995182691284,0.853764996764925,3790,8910,0.298425196850394,0.183432917021558,98,98,0.349857960007038,93
"Tulsa",0.678017285380859,0.83900864269043,0.871459812317198,7798,4902,0.614015748031496,0.448945175342141,41,43,0.598581793521045,38
"UCF",0.692621209308898,0.846310604654449,0.862120612506285,7973,4727,0.627795275590551,0.458053129589525,38,38,0.607347105999671,35
"UCLA",0.483448086434132,0.741724043217066,0.984656967857415,7875,4825,0.62007874015748,0.45287063075794,40,42,0.524046597988962,58
"UNLV",0.472660087587351,0.736330043793675,0.802429364234437,2604,10096,0.20503937007874,0.121148095949341,115,115,0.321197345747388,101
"USC",0.673950370616711,0.836975185308356,0.950945703374017,9300,3400,0.732283464566929,0.582837558550139,19,19,0.671354627672502,22
"Utah",0.646127613611609,0.823063806805805,0.867204631480361,7063,5637,0.556141732283465,0.396954361875016,58,58,0.558930483462049,48
"Utah State",0.395350443546141,0.69767522177307,0.891406432964229,4564,8136,0.359370078740157,0.223496629386527,88,88,0.354735312014913,92
"UTEP",0.19228178055272,0.59614089027636,0.888416122814619,2564,10136,0.201889763779528,0.106925094597909,116,116,0.181180743904202,121
"UTSA",0.592373568540738,0.796186784270369,0.807202504802755,5566,7134,0.438267716535433,0.281667634475509,78,77,0.464866191048498,72
"Vanderbilt",0.462240034465006,0.731120017232503,0.916785920556119,5809,6891,0.45740157480315,0.306587373657343,75,72,0.434983961944312,78
"Virginia",0.367421370698491,0.683710685349246,0.921373693596442,5565,7135,0.438188976377953,0.276038477549763,81,78,0.371751249077142,89
"Virginia Tech",0.784581114883081,0.892290557441541,0.883636671280026,9561,3139,0.752834645669291,0.593580500083766,16,16,0.713134645026069,16
"Wake Forest",0.585368884410639,0.792684442205319,0.873149212635247,5780,6920,0.45511811023622,0.315001715293792,72,73,0.492448957094955,63
"Washington",0.922473026859459,0.961236513429729,0.814834084114705,11120,1580,0.875590551181102,0.68580478797669,9,5,0.792971826368065,7
"Washington State",0.788702338399304,0.894351169199652,0.85589013100969,10082,2618,0.793858267716535,0.607671782171523,15,12,0.714647787732331,15
"West Virginia",0.756170096097511,0.878085048048755,0.882161428211932,9483,3217,0.746692913385827,0.578397858568652,20,18,0.693607032424965,18
"Western Kentucky",0.715043688129721,0.85752184406486,0.880059724471633,9238,3462,0.72740157480315,0.548948464924834,23,21,0.661987959041464,25
"Western Michigan",0.882251502240785,0.941125751120392,0.829804733167841,10170,2530,0.800787401574803,0.62537540396315,13,11,0.754993448794162,11
"Wisconsin",0.784704522707472,0.892352261353736,0.998320229135842,9858,2842,0.776220472440945,0.691498580287717,7,15,0.780997756755819,9
"Wyoming",0.608830006604141,0.80441500330207,0.870692245167612,6833,5867,0.538031496062992,0.37683613281266,62,62,0.532746208938045,54
