"Team","Previous.Score","Score","Rank"
"Air Force",26.9145452048641,26.9145452048641,51
"Akron",13.8363888888891,13.8363888888891,103
"Alabama",55.8006044238722,55.8006044238722,2
"Appalachian State",28.7355426954738,28.7355426954738,46
"Arizona",12.7378052126199,12.7378052126199,106
"Arizona State",22.1678437928674,22.1678437928674,69
"Arkansas",29.49223090278,29.49223090278,43
"Arkansas State",20.0623987268533,20.0623987268533,77
"Army",22.1836467978389,22.1836467978389,68
"Auburn",44.5558556241097,44.5558556241097,7
"Ball State",14.7012962962965,14.7012962962965,101
"Baylor",28.6731715768865,28.6731715768865,47
"Boise State",32.92490442983,32.92490442983,27
"Boston College",15.3268689986272,15.3268689986272,96
"Bowling Green",5.41187585733878,5.41187585733878,117
"Buffalo",2.0048216735256,2.0048216735256,124
"BYU",28.7730521262002,28.7730521262002,45
"California",21.4363923182442,21.4363923182442,72
"Central Michigan",16.8991769547324,16.8991769547324,85
"Charlotte",6.84390432098724,6.84390432098724,115
"Cincinnati",15.1860905349751,15.1860905349751,98
"Clemson",46.4745315255745,46.4745315255745,6
"Colorado",40.0048834019199,40.0048834019199,12
"Colorado State",22.842695473251,22.842695473251,64
"Connecticut",11.977731481503,11.977731481503,107
"Duke",22.6500385802469,22.6500385802469,65
"East Carolina",16.5177768132987,16.5177768132987,88
"Eastern Michigan",15.7552874228394,15.7552874228394,94
"Florida",33.8723476080236,33.8723476080236,21
"Florida Atlantic",3.53144718792456,3.53144718792456,120
"Florida International",6.33531250002518,6.33531250002518,116
"Florida State",32.743552276234,32.743552276234,28
"Fresno State",3.35006172839429,3.35006172839429,121
"Georgia",21.8710605281233,21.8710605281233,71
"Georgia Southern",15.9087770061779,15.9087770061779,92
"Georgia State",15.2725431118966,15.2725431118966,97
"Georgia Tech",23.804402434842,23.804402434842,61
"Hawaii",10.2578190794388,10.2578190794388,111
"Houston",33.1582330247233,33.1582330247233,25
"Idaho",11.2235676317882,11.2235676317882,108
"Illinois",14.8593749999991,14.8593749999991,100
"Indiana",23.8591906721534,23.8591906721534,60
"Iowa",29.8594993141292,29.8594993141292,41
"Iowa State",16.3921751910638,16.3921751910638,89
"Kansas",-0.221051173941748,-0.221051173941748,127
"Kansas State",27.5105758101852,27.5105758101852,49
"Kent State",15.9533127572019,15.9533127572019,91
"Kentucky",19.9975994513008,19.9975994513008,78
"Louisiana-Lafayette",11.0640817901243,11.0640817901243,109
"Louisiana-Monroe",0.636824868820375,0.636824868820375,125
"Louisiana Tech",30.6216692386821,30.6216692386821,36
"Louisville",49.2559327846381,49.2559327846381,5
"LSU",40.9257908950649,40.9257908950649,9
"Marshall",4.91643711419805,4.91643711419805,118
"Maryland",24.4572145062031,24.4572145062031,59
"Massachusetts",8.58261904762914,8.58261904762914,112
"Memphis",30.995525766936,30.995525766936,34
"Miami (FL)",33.8996527777777,33.8996527777777,20
"Miami (OH)",17.5255740740742,17.5255740740742,84
"Michigan",56.1394101508886,56.1394101508886,1
"Michigan State",19.2691700960214,19.2691700960214,80
"Middle Tennessee",21.3111979166665,21.3111979166665,73
"Minnesota",29.0396219135809,29.0396219135809,44
"Mississippi State",25.3927854938272,25.3927854938272,57
"Missouri",16.7698881172839,16.7698881172839,87
"Navy",25.9416843033461,25.9416843033461,56
"Nebraska",31.4494170096015,31.4494170096015,32
"Nevada",8.57975096618015,8.57975096618015,113
"New Mexico",18.1974575617302,18.1974575617302,82
"New Mexico State",0.441060776135625,0.441060776135625,126
"North Carolina",30.9873070987654,30.9873070987654,35
"North Carolina State",26.2749314128941,26.2749314128941,53
"North Texas",13.3986796982166,13.3986796982166,104
"Northern Illinois",22.0446116255104,22.0446116255104,70
"Northwestern",31.1754458161859,31.1754458161859,33
"Notre Dame",25.3075788751719,25.3075788751719,58
"Ohio",20.9502440235747,20.9502440235747,74
"Ohio State",53.224485596712,53.224485596712,3
"Oklahoma",34.9660247381279,34.9660247381279,16
"Oklahoma State",30.4640030839202,30.4640030839202,38
"Old Dominion",20.4455102237655,20.4455102237655,76
"Ole Miss",33.034122085047,33.034122085047,26
"Oregon",22.4962620027433,22.4962620027433,67
"Oregon State",18.0099794238686,18.0099794238686,83
"Penn State",37.7288065843607,37.7288065843607,13
"Pittsburgh",26.5710905349793,26.5710905349793,52
"Purdue",7.64303840879008,7.64303840879008,114
"Rice",2.06710145992201,2.06710145992201,123
"Rutgers",12.9102516520482,12.9102516520482,105
"San Diego State",34.12292866941,34.12292866941,19
"San Jose State",4.83105364734312,4.83105364734312,119
"SMU",15.857134896139,15.857134896139,93
"South Alabama",16.8936250734886,16.8936250734886,86
"South Carolina",19.9069187242796,19.9069187242796,79
"South Florida",32.4155054012338,32.4155054012338,29
"Southern Miss",16.1044360394629,16.1044360394629,90
"Stanford",29.7843004115224,29.7843004115224,42
"Syracuse",14.5066109396395,14.5066109396395,102
"TCU",30.1736183105346,30.1736183105346,39
