"Team","Expected.Wins","Games","Average.Expected.Wins","SoS.Rank","Points.For","Points.Against","Py.Wins","Py.Losses","Wins.Over","Rank"
"Air Force",5.64987729486435,9,0.627764143873817,177,295,216,5.99874582711195,3.00125417288805,0.348868532247598,60
"Akron",5.22281157344052,10,0.522281157344052,119,298,356,4.44760394767187,5.55239605232813,-0.775207625768647,99
"Alabama",2.85204015423145,9,0.316893350470161,17,361,119,8.12554334928316,0.87445665071684,5.27350319505171,1
"Appalachian State",5.03551319073105,9,0.559501465636783,144,246,152,6.57470049536658,2.42529950463342,1.53918730463553,26
"Arizona",3.33574054917808,9,0.370637838797564,39,200,334,2.83910194635273,6.16089805364727,-0.496638602825354,85
"Arizona State",3.91431790293099,9,0.434924211436777,63,321,329,4.29246284428171,4.70753715571829,0.378144941350713,58
"Arkansas",3.60113829025203,9,0.400126476694669,47,278,261,4.98478698635332,4.01521301364668,1.3836486961013,29
"Arkansas State",4.10002541482238,8,0.512503176852797,113,193,203,3.93595950035531,4.06404049964469,-0.164065914467064,73
"Army",6.00054030152551,9,0.666726700169501,192,264,163,5.27777124303853,3.72222875696147,-0.722769058486978,97
"Auburn",3.32593365584163,9,0.369548183982403,38,313,144,6.41581381586219,2.58418618413781,3.08988016002056,7
"Ball State",5.66181254964221,9,0.629090283293579,179,244,255,4.39553626537117,4.60446373462883,-1.26627628427104,105
"Baylor",5.11629174262203,8,0.639536467827753,183,318,200,5.68937907243877,2.31062092756123,0.57308732981674,53
"Boise State",4.36633765690149,9,0.48514862854461,93,313,204,6.31807648485241,2.68192351514759,1.95173882795092,16
"Boston College",4.51516555860183,9,0.50168506206687,107,175,236,4.36805685953019,4.63194314046981,-0.147108699071637,72
"Bowling Green",4.26039180772796,9,0.473376867525329,84,191,406,2.29081680408231,6.70918319591769,-1.96957500364564,116
"Buffalo",5.26875974843622,9,0.585417749826247,161,155,288,2.31909972142379,6.68090027857621,-2.94966002701243,128
"BYU",3.75508871090367,9,0.417232078989296,55,244,207,5.3946162560918,3.6053837439082,1.63952754518813,24
"California",3.38782646790176,9,0.376425163100195,41,357,400,4.05941684115989,4.94058315884011,0.671590373258137,51
"Central Michigan",5.38489813298857,10,0.538489813298857,130,284,293,4.69920359909149,5.30079640090851,-0.68569453389708,94
"Charlotte",5.41095336919463,9,0.601217041021625,166,236,322,3.66993525297005,5.33006474702995,-1.74101811622458,111
"Cincinnati",4.80698955525503,9,0.534109950583892,127,185,225,3.68158051078214,5.31841948921786,-1.12540904447289,103
"Clemson",3.61394937487014,9,0.401549930541126,48,347,141,7.11468153635284,1.88531846364716,3.50073216148271,4
"Colorado",4.23976307330554,10,0.423976307330554,58,323,165,7.55144032449818,2.44855967550182,3.31167725119264,5
"Colorado State",4.72355714144179,9,0.524839682382421,120,251,223,4.96929292793203,4.03070707206797,0.245735786490239,66
"Connecticut",4.96136356606303,10,0.496136356606303,104,165,269,3.46803230921143,6.53196769078857,-1.4933312568516,108
"Duke",4.29128646745451,9,0.476809607494946,87,217,215,4.12364393977598,4.87635606022402,-0.167642527678533,74
"East Carolina",4.41836439281663,9,0.490929376979625,99,252,275,3.8212595400817,5.1787404599183,-0.597104852734924,90
"Eastern Michigan",4.85018142687497,9,0.538909047430552,131,267,271,4.3680434079097,4.6319565920903,-0.482138018965268,83
"Florida",4.1719029175867,8,0.521487864698337,118,216,113,6.0012629283947,1.9987370716053,1.829360010808,20
"Florida Atlantic",5.81251871444119,9,0.645835412715688,185,202,327,3.08015114832367,5.91984885167633,-2.73236756611752,126
"Florida International",5.62311390994962,10,0.562311390994962,147,229,362,2.98321031141372,7.01678968858628,-2.6399035985359,125
"Florida State",3.20308376658105,9,0.355898196286784,31,302,259,5.43099810552146,3.56900189447854,2.22791433894041,13
"Fresno State",4.95899078038832,10,0.495899078038832,103,185,341,2.48870283054681,7.51129716945319,-2.47028794984151,122
"Georgia",4.02522219467012,9,0.447246910518902,71,213,233,4.236587989288,4.763412010712,0.211365794617887,67
"Georgia Southern",4.95450653598149,9,0.550500726220165,141,241,231,4.44470028428089,4.55529971571911,-0.509806251700599,86
"Georgia State",4.66147403748314,9,0.517941559720349,115,174,221,3.29610849050352,5.70389150949648,-1.36536554697963,106
"Georgia Tech",4.33121123013142,9,0.481245692236824,91,245,236,4.63862597608467,4.36137402391533,0.30741474595325,63
"Hawaii",5.60354037847795,10,0.560354037847795,145,268,382,4.17164007524491,5.82835992475509,-1.43190030323304,107
"Houston",5.0788348673048,9,0.564314985256089,150,346,195,6.32729322039564,2.67270677960436,1.24845835309084,34
"Idaho",4.37863259233228,9,0.486514732481364,96,217,300,3.68871499749882,5.31128500250118,-0.689917594833464,95
"Illinois",3.97589714295807,9,0.441766349217563,67,212,265,3.48453151307946,5.51546848692054,-0.491365629878601,84
"Indiana",4.2239006226074,9,0.469322291400822,80,244,239,4.54812623246821,4.45187376753179,0.324225609860811,61
"Iowa",3.85806021859036,9,0.428673357621151,59,239,192,5.30419666471354,3.69580333528646,1.44613644612319,27
"Iowa State",3.75270946632956,9,0.416967718481062,54,216,293,3.06827488361726,5.93172511638274,-0.684434582712297,93
"Kansas",3.9296378888332,9,0.436626432092577,65,176,362,2.03265855434044,6.96734144565956,-1.89697933449276,113
"Kansas State",4.48221568693441,9,0.498023965214935,106,280,216,4.92925743842803,4.07074256157197,0.447041751493622,55
"Kent State",4.75214177670139,9,0.528015752966821,123,198,234,4.03300675159019,4.96699324840981,-0.719135025111192,96
"Kentucky",4.34695522640637,9,0.482995025156263,92,246,274,4.3566374882412,4.6433625117588,0.00968226183482912,70
"Louisiana-Lafayette",4.98829705377153,8,0.623537131721442,175,178,218,3.38507627358615,4.61492372641385,-1.60322078018539,109
"Louisiana-Monroe",5.29269649603395,9,0.588077388448217,163,223,374,3.02314047647068,5.97685952352932,-2.26955601956327,119
"Louisiana Tech",6.68319238262882,10,0.668319238262882,193,441,293,7.03648465848323,2.96351534151677,0.353292275854415,59
"Louisville",4.56264179292767,9,0.506960199214186,111,452,191,7.43093198030523,1.56906801969477,2.86829018737755,9
"LSU",3.31395121393834,8,0.414243901742293,52,209,115,4.98831432389298,3.01168567610702,1.67436310995463,22
"Marshall",5.19501437142193,9,0.577223819046881,157,255,315,3.19006069371173,5.80993930628827,-2.0049536777102,117
"Maryland",4.45150885306912,9,0.494612094785457,100,264,245,4.83689111554353,4.16310888445647,0.385382262474417,57
"Massachusetts",5.30456171797713,10,0.530456171797713,126,231,329,3.38732246371397,6.61267753628603,-1.91723925426316,114
"Memphis",5.29210442820486,9,0.588011603133873,162,350,224,5.90180395028564,3.09819604971436,0.609699522080785,52
"Miami (FL)",4.12652899047115,9,0.458503221163461,75,314,179,5.80025682525039,3.19974317474961,1.67372783477925,23
"Miami (OH)",5.2828335445132,10,0.52828335445132,124,225,248,4.4542996120583,5.5457003879417,-0.828533932454902,100
"Michigan",3.91821624560255,9,0.435357360622505,64,432,96,8.18978198762131,0.810218012378686,4.27156574201877,2
"Michigan State",3.80095752938164,9,0.422328614375737,56,212,271,3.37659022836303,5.62340977163697,-0.424367301018603,81
