"TEAM","Points.For","Points.Against","Conf.Points.For","Conf.Points.Against","CONF.W","CONF.L","OVERALL.W","OVERALL.L","ConferenceOffset","Adjusted.SoS","First.Pass.SoS","SoS.Score","SoS.Ranking","Value","Rank"
"Iowa State",332,376,265,299,0.428960980770247,0.571039019229753,0.426790895198404,0.573209104801596,1.0199203187251,0.547852885147159,0.5645226164649,0.787735447881756,27,0.482117832877287,78
"Kansas",243,448,160,362,0.126194345995589,0.873805654004411,0.190031680089358,0.809968319910642,1.0199203187251,0.536940960420477,0.568037228547556,0.735235944968292,31,0.322329018212385,122
"Kansas State",386,262,275,229,0.6067869950958,0.3932130049042,0.714707437481922,0.285292562518078,1.0199203187251,0.508804531064579,0.492844399138065,0.599865825402457,56,0.653517097171433,26
"Kent State",247,344,171,217,0.362480519891187,0.637519480108813,0.313228135389334,0.686771864610667,0.984925005858917,0.466363589004581,0.47115546991235,0.395673767893054,95,0.360355083376972,110
"Kentucky",372,374,185,237,0.357309887825553,0.642690112174448,0.496823091441415,0.503176908558585,1.025,0.531995156726803,0.529583067851359,0.711440671271935,34,0.520436660667514,67
"Louisiana-Lafayette",286,301,186,158,0.595480665910767,0.404519334089233,0.469749307379394,0.530250692620605,0.975,0.440908482241558,0.442042493051289,0.273204040036515,117,0.449000860038275,91
"Louisiana-Monroe",280,469,201,272,0.328071962616402,0.671928037383598,0.22750080291696,0.77249919708304,0.975,0.475658604742871,0.498589228151405,0.440393990773608,84,0.30991702104523,123
"Louisiana Tech",572,425,398,293,0.67390099330824,0.32609900669176,0.669075815100863,0.330924184899137,0.982247931351517,0.437100054618774,0.435775910703988,0.254880915373717,119,0.580812219140707,47
"Louisville",544,280,367,161,0.875749372999808,0.124250627000192,0.82836138954023,0.17163861045977,1.00947282299374,0.497262976497092,0.484553410660263,0.54433704447529,69,0.720520040022282,9
"LSU",311,180,218,141,0.737437532661047,0.262562467338953,0.785161267086137,0.214838732913863,1.025,0.577804061896969,0.60785844814989,0.931836688535785,4,0.74421183562674,8
"Marshall",317,423,162,256,0.252661566329611,0.74733843367039,0.335441606010763,0.664558393989237,0.982247931351517,0.46197699521446,0.463100495734391,0.374568967481309,101,0.371284383709857,107
"Maryland",305,348,182,297,0.238549320242916,0.761450679757084,0.422484879558581,0.577515120441419,1.02003770631759,0.514529282608586,0.514775454439339,0.627408776613302,50,0.462330462937497,85
"Massachusetts",280,426,9,51,0.0161269593238337,0.983873040676166,0.27001038414159,0.72998961585841,0.984925005858917,0.468402069876116,0.472106694846457,0.405481316527667,92,0.332289882517643,121
"Memphis",474,324,263,207,0.638177227180546,0.361822772819454,0.711298567648879,0.288701432351121,0.995521759117377,0.475048566126225,0.475707364608192,0.437458970148546,85,0.629934478362268,34
"Miami (FL)",415,227,235,174,0.67089959611695,0.32910040388305,0.806883950208163,0.193116049791837,1.00947282299374,0.519239687401104,0.511585496039509,0.650071498023367,48,0.715162164326535,10
"Miami (OH)",281,292,199,168,0.599009039279796,0.400990960720204,0.477264203215232,0.522735796784768,0.984925005858917,0.445898716908509,0.44956482955423,0.297213080237811,116,0.460975512892897,86
"Michigan",492,150,333,105,0.939084149036273,0.0609158509637269,0.943491106778971,0.0565088932210289,1.02003770631759,0.555093265847386,0.55518426239757,0.82257040112668,21,0.830367296859788,2
"Michigan State",289,333,211,261,0.376598864193607,0.623401135806393,0.416813913795457,0.583186086204543,1.02003770631759,0.558420934041686,0.565131206827093,0.838580493794799,18,0.475595652386249,81
"Middle Tennessee",481,413,310,300,0.519418198577094,0.480581801422906,0.589339271446517,0.410660728553483,0.982247931351517,0.428737260421506,0.399374060686977,0.214645801100011,122,0.516679635143447,69
"Minnesota",364,275,245,200,0.617976852815885,0.382023147184115,0.660272132554271,0.339727867445729,1.02003770631759,0.503980497130797,0.47679670605672,0.576656410940316,63,0.611118520566012,39
"Mississippi State",378,397,234,272,0.411773205268695,0.588226794731305,0.470975232727902,0.529024767272098,1.025,0.564784644409136,0.58353817066297,0.869197606663935,11,0.521208617340581,65
"Missouri",377,378,181,280,0.262306763920929,0.737693236079071,0.498430467813617,0.501569532186383,1.025,0.527762948306083,0.526701521240256,0.691078650466326,43,0.520550506096393,66
"Navy",469,365,28,27,0.521534499274174,0.478465500725826,0.644321784407044,0.355678215592956,1.00931274900398,0.505322389031684,0.513096669438319,0.583112527484805,62,0.606173130953877,40
"Nebraska",321,273,191,214,0.433035954111424,0.566964045888576,0.594805510753798,0.405194489246202,1.02003770631759,0.534614300541718,0.529525932044306,0.724041908155993,32,0.584528171648962,46
"Nevada",305,348,213,244,0.420182011994137,0.579817988005863,0.422484879558581,0.577515120441419,0.982557525002033,0.419893381519425,0.398121928075211,0.172096089860633,124,0.407136363839447,99
"New Mexico",454,389,288,282,0.512471557553228,0.487528442446772,0.590542215116951,0.409457784883049,0.982557525002033,0.41741292705064,0.38061456199576,0.16016211580267,126,0.511486365534448,70
"New Mexico State",298,466,192,283,0.28507096928767,0.71492903071233,0.257384299016115,0.742615700983885,0.975,0.497291989893707,0.517465610423395,0.544476633863802,68,0.335476117748078,119
"North Carolina",397,299,228,208,0.554182379506835,0.445817620493165,0.661923483704379,0.338076516295621,1.00947282299374,0.462159528401033,0.464560483055208,0.375447171996122,100,0.601782905894298,41
"North Carolina State",310,279,173,207,0.395262958305841,0.604737041694159,0.562103747756204,0.437896252243796,1.00947282299374,0.531445023183733,0.545320815258309,0.708793866215029,37,0.561781152313895,53
"North Texas",291,386,194,282,0.291833475248383,0.708166524751617,0.338595724451602,0.661404275548398,0.982247931351517,0.471800752944843,0.48660462809203,0.421833076289379,88,0.381045429714527,103
"Northern Illinois",366,364,264,206,0.642890706077317,0.357109293922683,0.503246537839674,0.496753462160326,0.984925005858917,0.482656049607235,0.513080935770276,0.474060129996982,76,0.49888881404336,72
"Northwestern",307,265,255,221,0.583983789922976,0.416016210077024,0.586294892734454,0.413705107265546,1.02003770631759,0.563483861276272,0.578481046235413,0.862939272815043,13,0.595386091590435,44
"Notre Dame",371,334,71,34,0.851330774258557,0.148669225741443,0.561929055467774,0.438070944532226,1.00931274900398,0.560385725611063,0.580055216759109,0.848033508116701,15,0.57326048161334,50
"Ohio",345,289,198,163,0.613252536138433,0.386747463861567,0.603427976469311,0.396572023530689,0.984925005858917,0.430162548056751,0.404207024908101,0.221503151588882,121,0.528925404298256,62
"Ohio State",512,170,342,133,0.903642972665804,0.0963570273341964,0.931692742545532,0.0683072574544682,1.02003770631759,0.567558634230342,0.571173798213647,0.882543839372472,7,0.827780755745442,3
"Oklahoma",536,356,430,261,0.765533019568996,0.234466980431004,0.72508204965404,0.27491795034596,1.0199203187251,0.560150658918475,0.575623523198916,0.846902554153812,16,0.688713985872233,15
"Oklahoma State",464,337,331,262,0.63507333752706,0.36492666247294,0.680904111839894,0.319095888160106,1.0199203187251,0.502834555334937,0.508443341031585,0.571143050451007,64,0.635835857325513,31
"Old Dominion",432,334,313,217,0.704359529907564,0.295640470092436,0.647887077372961,0.352112922627039,0.982247931351517,0.419672905476294,0.415259132179814,0.171035334498162,125,0.560219635518797,54
"Ole Miss",391,408,234,295,0.366091678453994,0.633908321546006,0.474804786193807,0.525195213806193,1.025,0.591971680303661,0.616007213332353,1,1,0.534919068454322,60
"Oregon",425,497,296,408,0.318526585723154,0.681473414276846,0.408321868974719,0.591678131025281,1.02160816194681,0.553130587736669,0.56193398309311,0.813127555086898,23,0.469455417231699,83
"Oregon State",314,366,230,291,0.364119583606283,0.635880416393718,0.410190087238954,0.589809912761046,1.02160816194681,0.552615925890638,0.560180933952348,0.810651411623494,26,0.470130832146227,82
"Penn State",477,304,371,222,0.771544603355227,0.228455396644773,0.744151359179982,0.255848640820018,1.02003770631759,0.569635395640139,0.584290479830934,0.892535563510526,6,0.704707737337358,12
"Pittsburgh",508,427,357,309,0.584728466690499,0.415271533309501,0.60148654861891,0.39851345138109,1.00947282299374,0.531923102890824,0.535728158147809,0.711094005521698,35,0.585057221538963,45
"Purdue",295,459,206,383,0.186976601787672,0.813023398212328,0.25966366287308,0.74033633712692,1.02003770631759,0.507282712323831,0.514664400215993,0.592544044010551,60,0.351570182833932,114
"Rice",303,448,197,294,0.279107862964725,0.720892137035275,0.283571691765278,0.716428308234722,0.982247931351517,0.460911384630077,0.479468868393896,0.369442096889665,102,0.342677573126648,117
"Rutgers",188,450,86,360,0.0325066627463539,0.967493337253646,0.112191451661402,0.887808548338598,1.02003770631759,0.567420698948207,0.59952230399748,0.881880204502576,9,0.280138125966033,125
"San Diego State",459,273,317,163,0.828695375816275,0.171304624183725,0.774063660553048,0.225936339446952,0.982557525002033,0.410406393358957,0.390466640261219,0.126452248371094,127,0.634926694888318,33
"San Jose State",293,416,190,258,0.326278136061346,0.673721863938654,0.303493911913272,0.696506088086728,0.982557525002033,0.475831822529393,0.485628814650748,0.441227376992442,83,0.357852900026096,111
"SMU",332,435,222,252,0.4254593257552,0.574540674244799,0.345156075319375,0.654843924680625,0.995521759117377,0.52862832536506,0.553083404339977,0.69524215659077,42,0.41260911005705,97
"South Alabama",309,306,174,215,0.377199723188075,0.622800276811925,0.505780276130173,0.494219723869827,0.975,0.425239826885005,0.42736960992711,0.197818932629207,123,0.467652302710923,84
"South Carolina",231,298,126,168,0.33585822723678,0.66414177276322,0.353524710760029,0.646475289239971,1.025,0.508824200716581,0.511939431277629,0.599960460123499,55,0.41648785803921,95
"South Florida",523,372,287,215,0.66475584256723,0.33524415743277,0.691561504849163,0.308438495150837,0.995521759117377,0.476565474361257,0.459718663485346,0.444757126092545,81,0.611529661420873,38
"Southern Miss",399,363,258,246,0.52818969368032,0.47181030631968,0.555792651408674,0.444207348591326,0.982247931351517,0.453924696508845,0.448368717457513,0.335827710558795,110,0.510753869806155,71
"Stanford",317,242,233,202,0.583793718445317,0.416206281554683,0.654711593133145,0.345288406866855,1.02160816194681,0.558513251697566,0.55999328239893,0.839024652929436,17,0.636603707488723,29
"Syracuse",308,463,191,337,0.206572861825868,0.793427138174132,0.275663202864877,0.724336797135123,1.00947282299374,0.529301889231675,0.548300092558328,0.698482810193452,40,0.370014355155197,108
"TCU",380,333,250,248,0.504758918020621,0.495241081979379,0.577594952693816,0.422405047306184,1.0199203187251,0.511403187452896,0.516263220703463,0.612368493084533,53,0.568249668365631,52
"Temple",427,224,267,132,0.841514316718392,0.158485683281608,0.821856583178592,0.178143416821408,0.995521759117377,0.462978066884617,0.467946047822519,0.379385328149143,99,0.700734231852198,14
"Tennessee",435,351,287,295,0.483716075135091,0.516283924864909,0.624456355233089,0.375543644766911,1.025,0.55817984337121,0.575715682610504,0.837420557241525,19,0.623414700967866,35
"Texas",383,378,249,274,0.443554081540791,0.55644591845921,0.507785290930243,0.492214709069757,1.0199203187251,0.53880013944859,0.537921562141433,0.744180835741265,29,0.528146067549125,63
"Texas A&M",425,286,252,242,0.523972736967704,0.476027263032297,0.718847243400671,0.281152756599329,1.025,0.530427564660211,0.53420210962427,0.703898665042189,39,0.673731337112084,18
"Texas State",223,493,113,316,0.0803796478773095,0.91962035212269,0.1323647952423,0.8676352047577,0.975,0.46413892664681,0.477986785847842,0.384970462027344,97,0.241382822308044,128
"Texas Tech",524,522,341,392,0.418160552855763,0.581839447144237,0.502265761630649,0.497734238369351,1.0199203187251,0.51130700377903,0.523295518324445,0.611905733746206,54,0.519420614403652,68
"Toledo",466,303,285,218,0.653655397811479,0.346344602188521,0.735006336098001,0.264993663901999,0.984925005858917,0.460434417198861,0.466137296198956,0.367147308969849,103,0.635654172988382,32
"Troy",410,264,240,155,0.738115494523769,0.261884505476231,0.739484910836905,0.260515089163095,0.975,0.446283814382963,0.435692328609537,0.299065862995066,114,0.622265198842088,36
"Tulane",289,332,134,220,0.235949342872102,0.764050657127898,0.418547566617371,0.581452433382629,0.995521759117377,0.47994462621891,0.49857432863661,0.461014917200842,78,0.443229337427176,92
"Tulsa",497,378,303,216,0.690431403978385,0.309568596021615,0.656708234447627,0.343291765552373,0.995521759117377,0.486858869172771,0.483990026904663,0.494280755006065,74,0.596452425515911,43
"UCF",361,289,232,194,0.604426564542624,0.395573435457376,0.628832039752282,0.371167960247718,0.995521759117377,0.476015152106156,0.488601571671125,0.442109413103437,82,0.579481817648224,48
"UCLA",299,330,216,264,0.383294128633058,0.616705871366942,0.44181521803008,0.55818478196992,1.02160816194681,0.567464720459715,0.579915873265112,0.882092001003153,8,0.498390284997942,73
"UNLV",379,441,244,309,0.363609904195358,0.636390095804642,0.411183367923138,0.588816632076862,0.982557525002033,0.446171342557161,0.437670041397605,0.298524738024519,115,0.412686205753429,96
"USC",395,266,299,180,0.76901248305027,0.23098751694973,0.71850804029538,0.28149195970462,1.02160816194681,0.570347910423001,0.574542014164885,0.895963617942324,5,0.685008055944178,16
"Utah",362,287,284,251,0.572668138320388,0.427331861679612,0.63418754307866,0.36581245692134,1.02160816194681,0.508153761830802,0.488540646360898,0.596734841443126,57,0.598293150731122,42
"Utah State",287,352,191,253,0.339338143033446,0.660661856966554,0.381347419305513,0.618652580694487,0.982557525002033,0.513182788942004,0.545468812005015,0.620930520032334,51,0.428448679615641,94
"UTEP",274,409,215,280,0.348409171311248,0.651590828688752,0.279007251393521,0.720992748606479,0.982247931351517,0.458113643471094,0.459242851537393,0.355981591634533,106,0.333066310645764,120
"UTSA",359,340,281,249,0.571148172018388,0.428851827981612,0.532173720003728,0.467826279996272,0.982247931351517,0.447691879277224,0.45732588121859,0.305840351352548,113,0.498220157322358,74
"Vanderbilt",282,271,162,162,0.5,0.5,0.523557084668399,0.476442915331601,1.025,0.531723881996834,0.549418780420647,0.710135513031473,36,0.545482091167127,58
"Virginia",270,405,165,276,0.228066830048383,0.771933169951617,0.276687567824497,0.723312432175503,1.00947282299374,0.537622102288442,0.562294713764698,0.738513057886263,30,0.375412797472213,106
"Virginia Tech",455,295,307,189,0.759454058732466,0.240545941267534,0.736328684028184,0.263671315971816,1.00947282299374,0.507464030728462,0.497207663672638,0.593416403960847,59,0.662841738165377,22
"Wake Forest",231,262,140,189,0.329323162076367,0.670676837923633,0.425937293028414,0.574062706971586,1.00947282299374,0.505996475962278,0.507569670741233,0.586355697655338,61,0.457440677204188,88
"Washington",578,224,430,194,0.868338468785213,0.131661531214787,0.904355896455015,0.0956441035449846,1.02160816194681,0.4983317860921,0.470983580344989,0.549479306161705,66,0.7763184666899,4
"Washington State",484,326,358,244,0.71270836950138,0.28729163049862,0.718411236166185,0.281588763833815,1.02160816194681,0.520984061791011,0.52877846842256,0.658464040187918,47,0.66935798806852,20
"West Virginia",391,281,292,217,0.668974334436817,0.331025665563183,0.686312619463442,0.313687380536558,1.0199203187251,0.518503173255493,0.533875926267686,0.646527977746072,49,0.648159758685006,27
"Western Kentucky",536,310,465,217,0.858910698558199,0.141089301441801,0.785451285152066,0.214548714847934,0.982247931351517,0.489010126322379,0.500648498699351,0.504630893393414,72,0.678258917405898,17
"Western Michigan",566,253,391,170,0.878039528050036,0.121960471949964,0.870831964365933,0.129168035634067,0.984925005858917,0.438472552584336,0.417213578872643,0.261484283958689,118,0.708777480608686,11
"Wisconsin",373,202,280,161,0.787767899715366,0.212232100284634,0.810543630240525,0.189456369759475,1.02003770631759,0.579929433610299,0.594572451314574,0.942062286791913,2,0.753352150133431,7
"Wyoming",482,453,356,318,0.566484963380834,0.433515036619166,0.536699683251966,0.463300316748034,0.982557525002033,0.50793566779988,0.537745750283602,0.595685546428854,58,0.527680919456623,64
