"TEAM","ELO","GAMES","RANK"
"Hawaii",1103.41019306805,12,104
"Tulane",1183.5554396441,11,99
"South Carolina",1442.15648421275,11,63
"Indiana",1309.02637337404,12,81
"Charlotte",1068.10299769693,12,109
"Appalachian State",1639.99374991363,12,35
"Rice",698.900931937613,11,128
"Oregon State",1454.45366410161,12,58
"Kansas State",1595.65073840913,12,40
"Colorado State",1399.90037822867,11,68
"Toledo",1586.04566484533,12,42
"Army",1208.24583832426,11,94
"Ball State",1111.67289099655,11,102
"UCLA",1504.9408265028,12,51
"Oklahoma",1836.79020464368,12,18
"Massachusetts",1007.87645364663,12,115
"Fresno State",730.871427083254,11,127
"Clemson",2011.52147670648,12,4
"Northern Illinois",1203.69778518667,11,95
"New Mexico State",983.235511358117,12,118
"USC",1943.65606456574,12,9
"Miami (OH)",1071.35798928951,11,107
"Georgia",1619.44078211215,11,38
"SMU",1291.21780072755,12,85
"Georgia Tech",1583.46799631994,12,43
"Rutgers",1213.30558742728,12,93
"Western Michigan",1891.45900247657,13,13
"BYU",1480.59344653646,12,55
"Boise State",1922.90253740026,12,11
"Louisiana Tech",1341.71036220232,12,75
"San Jose State",998.916865871841,12,116
"LSU",1750.65797992329,10,27
"Southern Miss",1292.08820081892,12,84
"Bowling Green",1060.66999501582,12,110
"South Alabama",1259.54285055038,11,89
"Kent State",1078.64406092499,12,106
"Missouri",1332.39055782324,12,77
"Texas State",892.099440623837,12,123
"Notre Dame",1273.89460293095,12,88
"Ole Miss",1651.27955818731,12,34
"Louisville",1873.67920132637,12,15
"Maryland",1526.35221529962,12,49
"Troy",1556.62975932064,12,45
"Iowa State",1144.24976202146,12,100
"Louisiana-Monroe",1090.07121653081,11,105
"Connecticut",1106.45397102909,12,103
"Wyoming",1493.82229422438,13,52
"Old Dominion",1374.91951530106,12,70
"Middle Tennessee",1406.01519767391,12,66
"UTEP",874.232735878929,11,124
"Cincinnati",1191.94889057922,11,98
"Central Michigan",1382.28320147431,12,69
"Virginia",1070.96064871272,12,108
"Texas Tech",1339.98806228515,11,76
"Florida Atlantic",853.245646752351,11,125
"Western Kentucky",1488.88811710414,12,53
"UTSA",1115.66821089933,11,101
"Virginia Tech",1789.28836978311,13,23
"Arkansas State",1304.40610876584,11,82
"Utah State",1316.07339279006,12,80
"Georgia State",958.620522665662,11,120
"Idaho",1274.41599651963,12,87
"California",1434.51880174659,12,65
"Kentucky",1477.59280892036,12,56
"UNLV",1019.46399674846,12,114
"Ohio",1318.51903412746,13,79
"UCF",1400.8084445966,11,67
"Arkansas",1572.95352455729,12,44
"New Mexico",1217.81240837888,12,92
"Georgia Southern",1319.16643254785,12,78
"Eastern Michigan",1343.98957993563,12,74
"Wake Forest",1446.5600809947,12,61
"Nevada",997.173241692014,12,117
"Akron",1358.25603824135,11,71
"Penn State",1945.05711668131,13,8
"North Carolina",1637.43408206984,10,36
"Washington State",1831.42310497096,11,19
"North Carolina State",1527.64459097775,12,48
"Tulsa",1616.1693423812,12,39
"Boston College",1353.68437126128,12,72
"Houston",1758.88860428335,12,26
"Temple",1655.25904025345,13,32
"Pittsburgh",1764.03064017533,12,25
"Michigan State",1237.57414682512,12,91
"Baylor",1624.42169085538,11,37
"Navy",1543.65269413732,12,47
"North Texas",1059.42327897434,12,111
"East Carolina",1043.73812117607,11,112
"Florida International",923.317140993863,12,122
"Texas A&M",1934.45030254343,11,10
"Colorado",2002.88868713216,13,5
"Vanderbilt",1451.58197703263,12,59
"Arizona State",1480.95291164561,11,54
"Mississippi State",1351.54908112628,12,73
"Miami (FL)",1788.20013808761,12,24
"South Florida",1671.28739446014,12,30
"Kansas",941.828620331198,11,121
"San Diego State",1517.06783117651,12,50
"Florida State",1793.54906572183,11,21
"Oregon",1444.00664750838,12,62
"Ohio State",2274.40653323338,12,2
"Alabama",2319.9843910671,13,1
"Duke",1243.89250212537,12,90
"Utah",1669.49067803703,12,31
"Buffalo",818.146463465484,11,126
"Texas",1449.31832700158,12,60
"TCU",1437.34572298096,11,64
"Iowa",1686.26263501383,11,29
"Syracuse",1303.87859511775,12,83
"Florida",1838.04074236636,12,17
"Oklahoma State",1654.4453536006,11,33
"Nebraska",1855.6349214689,12,16
"Wisconsin",1876.87623728851,13,14
"Louisiana-Lafayette",1195.06946423566,11,96
"Washington",1989.9653056183,13,6
"Air Force",1594.10333078522,11,41
"Stanford",1913.55757114443,12,12
"Purdue",1036.94416418885,11,113
"Northwestern",1555.31984841655,12,46
"Memphis",1468.91749793476,11,57
"Marshall",979.951029319765,12,119
"Illinois",1192.12893961893,12,97
"Minnesota",1702.12856579698,12,28
"Tennessee",1974.27589389625,12,7
"Arizona",1288.33735113403,11,86
"Auburn",1823.71404062719,12,20
"Michigan",2257.06821506702,12,3
"West Virginia",1793.3542722456,11,22
