"Team","Expected.Wins","Games","Average.Expected.Wins","SoS.Rank","Points.For","Points.Against","Py.Wins","Py.Losses","Wins.Over","Rank"
"Mississippi State",5.29933491369824,12,0.441611242808187,66,378,397,5.81547367443947,6.18452632556054,0.516138760741226,57
"Missouri",5.41114785035078,12,0.450928987529232,74,377,378,5.0943136881246,6.9056863118754,-0.316834162226179,76
"Navy",5.97349308137688,12,0.49779109011474,105,469,365,6.98848656951502,5.01151343048498,1.01499348813814,47
"Nebraska",5.45404264073599,12,0.454503553394666,77,321,273,7.56170380158876,4.43829619841124,2.10766116085277,24
"Nevada",7.75246982479263,12,0.646039152066052,192,305,348,5.06362253177918,6.93637746822082,-2.68884729301345,119
"New Mexico",7.46073328218549,12,0.621727773515457,184,454,389,6.8456906485332,5.1543093514668,-0.615042633652286,82
"New Mexico State",6.32542271078783,12,0.527118559232319,128,298,466,3.72778916216668,8.27221083783332,-2.59763354862115,116
"North Carolina",6.29948307380142,12,0.524956922816785,127,397,299,7.38177312826254,4.61822687173746,1.08229005446112,45
"North Carolina State",5.47936157597291,12,0.45661346466441,80,310,279,6.66973367265512,5.33026632734488,1.19037209668221,42
"North Texas",7.20964500157006,12,0.600803750130838,177,291,386,4.6088124791337,7.39118752086631,-2.60083252243636,117
"Northern Illinois",5.64871770216022,12,0.470726475180018,88,366,364,6.03193755459451,5.96806244540549,0.383219852434291,60
"Northwestern",4.81791680243606,12,0.401493066869671,41,307,265,6.21868935946297,5.78131064053703,1.40077255702691,38
"Notre Dame",5.47666987966358,12,0.456389156638631,79,371,334,5.94273303349003,6.05726696650997,0.46606315382645,58
"Ohio",7.79269752550819,13,0.599438271192938,174,345,289,8.06556032464334,4.93443967535667,0.272862799135144,65
"Ohio State",4.65793273408362,12,0.388161061173635,34,512,170,9.45417074750861,2.54582925249139,4.79623801342499,2
"Oklahoma",5.39734706333751,12,0.449778921944793,73,536,356,8.17965402046267,3.82034597953733,2.78230695712516,13
"Oklahoma State",6.18894574945775,12,0.515745479121479,119,464,337,7.6251631868284,4.3748368131716,1.43621743737065,37
"Old Dominion",7.58014835743698,12,0.631679029786415,188,432,334,7.61498444885016,4.38501555114984,0.0348360914131822,70
"Ole Miss",4.61461597326106,12,0.384551331105089,31,391,408,5.77839155686707,6.22160844313293,1.16377558360601,44
"Oregon",4.81967138174926,12,0.401639281812438,42,425,497,5.16457936147327,6.83542063852673,0.344907979724015,62
"Oregon State",4.74518230788723,12,0.395431858990603,38,314,366,5.0483385577857,6.9516614422143,0.303156249898462,63
"Penn State",5.41903376954089,13,0.416848751503146,50,477,304,9.18608145330636,3.81391854669364,3.76704768376547,7
"Pittsburgh",5.69059978281338,12,0.474216648567781,91,508,427,7.153339409615,4.846660590385,1.46273962680162,36
"Purdue",5.67495433821964,12,0.472912861518304,90,295,459,3.87507693915782,8.12492306084218,-1.79987739906182,107
"Rice",7.14216970040372,12,0.595180808366977,171,303,448,3.76216072025882,8.23783927974118,-3.3800089801449,125
"Rutgers",4.83202505892353,12,0.402668754910294,44,188,450,2.83373740508443,9.16626259491557,-1.9982876538391,108
"San Diego State",8.18571948921025,13,0.62967072993925,187,459,273,9.50953065977901,3.49046934022099,1.32381117056876,40
"San Jose State",6.64947616697386,12,0.554123013914488,153,293,416,4.25306939454631,7.74693060545369,-2.39640677242754,111
"SMU",5.77118211001194,12,0.480931842500995,96,332,435,4.98286549459949,7.01713450540051,-0.788316615412449,88
"South Alabama",7.20718349456881,12,0.600598624547401,176,309,306,5.77958724447835,6.22041275552165,-1.42759625009046,99
"South Carolina",5.82628523512388,12,0.485523769593657,99,231,298,4.74932919395501,7.25067080604499,-1.07695604116887,94
"South Florida",6.59662749029921,12,0.549718957524934,147,523,372,8.19503742395067,3.80496257604933,1.59840993365146,34
"Southern Miss",7.19115708230494,12,0.599263090192078,173,399,363,6.50145584862866,5.49854415137134,-0.689701233676278,84
"Stanford",4.97237082181502,12,0.414364235151251,49,317,242,7.72638882645212,4.27361117354789,2.7540180046371,17
"Syracuse",5.15816194071538,12,0.429846828392948,58,308,463,4.35439358606773,7.64560641393227,-0.803768354647649,89
"TCU",6.10987913739822,12,0.509156594783185,115,380,333,6.34837281288614,5.65162718711386,0.238493675487926,66
"Temple",7.41787253212275,13,0.570605579394058,159,427,224,9.70254876002098,3.29745123997902,2.28467622789823,23
"Tennessee",5.05637660255264,12,0.421364716879387,54,435,351,7.13326459840366,4.86673540159634,2.07688799585102,26
"Texas",5.79818394738136,12,0.483181995615114,98,383,378,6.00737175714161,5.99262824285839,0.209187809760248,67
"Texas A&M",5.42943783258318,12,0.452453152715265,76,425,286,7.81663476438417,4.18336523561583,2.38719693180099,21
"Texas State",6.56098606194836,12,0.546748838495697,143,223,493,2.26201002747221,9.73798997252779,-4.29897603447615,128
"Texas Tech",6.05591700104291,12,0.504659750086909,111,524,522,6.03916395802985,5.96083604197015,-0.0167530430130585,71
"Toledo",6.61287887978716,12,0.551073239982263,149,466,303,8.59892623610433,3.40107376389567,1.98604735631717,29
"Troy",7.51719098780833,12,0.626432582317361,186,410,264,7.96148312234927,4.03851687765073,0.444292134540937,59
"Tulane",6.22354696296103,12,0.518628913580085,121,289,332,4.51449455218401,7.48550544781599,-1.70905241077702,105
"Tulsa",6.48888607657834,12,0.540740506381528,140,497,378,7.67548525804047,4.32451474195953,1.18659918146213,43
"UCF",6.20390129377801,12,0.5169917744815,120,361,289,7.13716217872156,4.86283782127844,0.93326088494355,50
"UCLA",4.73638821003371,12,0.394699017502809,37,299,330,5.08404281157637,6.91595718842363,0.347654601542665,61
"UNLV",7.00101990340712,12,0.583418325283927,162,379,441,4.5347114997756,7.4652885002244,-2.46630840363152,114
"USC",4.6551474333777,12,0.387928952781475,33,395,266,8.11711254592494,3.88288745407506,3.46196511254724,9
"Utah",5.76727701457883,12,0.480606417881569,94,362,287,7.34712124621179,4.65287875378821,1.57984423163296,35
"Utah State",5.62074153388602,12,0.468395127823835,87,287,352,4.67055656612417,7.32944343387583,-0.950184967761849,93
"UTEP",6.88162510757484,11,0.625602282506803,185,274,409,3.41564211812324,7.58435788187676,-3.4659829894516,126
"UTSA",7.02890456104129,12,0.585742046753441,163,359,340,6.31160991300302,5.68839008699698,-0.717294648038271,85
"Vanderbilt",5.39410148922794,12,0.449508457435661,72,282,271,5.59903512800559,6.40096487199441,0.204933638777657,68
"Virginia",5.0210110374091,12,0.418417586450758,52,270,405,3.63393374494272,8.36606625505728,-1.38707729246638,97
"Virginia Tech",6.44767241680821,13,0.495974801292939,104,455,295,8.44232323402996,4.55767676597004,1.99465081722175,28
"Wake Forest",6.25147657354599,12,0.520956381128833,123,231,262,5.66165651484471,6.33834348515529,-0.589820058701281,79
"Washington",6.25513541331841,13,0.481164262562954,97,578,224,10.8481149642124,2.15188503578757,4.59297955089403,4
"Washington State",4.7193443540957,12,0.393278696174642,35,484,326,7.58933322768668,4.41066677231332,2.86998887359098,12
"West Virginia",6.07478046173432,12,0.506231705144527,113,391,281,7.96217107783664,4.03782892216336,1.88739061610232,31
"Western Kentucky",6.58382722964483,12,0.548652269137069,144,536,310,8.50868470236313,3.49131529763687,1.9248574727183,30
"Western Michigan",7.88650644590811,13,0.606654341992931,179,566,253,10.6541324771875,2.34586752281247,2.76762603127942,15
"Wisconsin",5.23954104708017,13,0.403041619006167,45,373,202,9.22128251110647,3.77871748889353,3.9817414640263,6
"Wyoming",6.52830609571701,13,0.502177391978232,109,482,453,7.12182234237277,5.87817765762723,0.593516246655756,54
