"Team","Previous.Score","Score","Rank"
"Air Force",2044.31005544737,2044.31005544737,10
"Akron",1526.37564296952,1526.37564296952,89
"Alabama",2072.06867158703,2072.06867158703,8
"Appalachian State",1845.06732242311,1845.06732242311,26
"Arizona",1641.96692657414,1641.96692657414,68
"Arizona State",1746.76252105327,1746.76252105327,43
"Arkansas",1734.35521335581,1734.35521335581,47
"Arkansas State",1146.63186368145,1146.63186368145,122
"Army",1981.00537741995,1981.00537741995,15
"Auburn",1814.81607250753,1814.81607250753,32
"Ball State",1511.45430049755,1511.45430049755,95
"Baylor",1952.27055721319,1952.27055721319,17
"Boise State",1918.92160658195,1918.92160658195,19
"Boston College",1638.92122787255,1638.92122787255,69
"Bowling Green",1326.64254574224,1326.64254574224,115
"Buffalo",1133.71335075821,1133.71335075821,123
"BYU",1669.43303595194,1669.43303595194,61
"California",1654.89472728659,1654.89472728659,66
"Central Michigan",1610.35653137746,1610.35653137746,76
"Charlotte",1034.70423704552,1034.70423704552,128
"Cincinnati",1636.79852182347,1636.79852182347,70
"Clemson",2032.18179271033,2032.18179271033,11
"Colorado",1842.07534203856,1842.07534203856,28
"Colorado State",1476.73130177113,1476.73130177113,97
"Connecticut",1519.10550153584,1519.10550153584,91
"Duke",1515.41379660969,1515.41379660969,93
"East Carolina",1434.98547866814,1434.98547866814,103
"Eastern Michigan",1544.75478335269,1544.75478335269,87
"Florida",1856.14101646529,1856.14101646529,23
"Florida Atlantic",1343.28411782226,1343.28411782226,113
"Florida International",1347.92541610524,1347.92541610524,112
"Florida State",1855.74798238725,1855.74798238725,24
"Fresno State",1045.23455820969,1045.23455820969,127
"Georgia",1686.63508011005,1686.63508011005,60
"Georgia Southern",1752.18489834001,1752.18489834001,41
"Georgia State",1244.05113298054,1244.05113298054,118
"Georgia Tech",1777.99071357908,1777.99071357908,38
"Hawaii",1460.54727536202,1460.54727536202,98
"Houston",2202.0696202124,2202.0696202124,5
"Idaho",1440.19788118287,1440.19788118287,102
"Illinois",1154.66160356429,1154.66160356429,121
"Indiana",1690.86318468518,1690.86318468518,59
