"Team","Expected.Wins","Games","Average.Expected.Wins","SoS.Rank","Points.For","Points.Against","Py.Wins","Py.Losses","Wins.Over","Rank"
"Air Force",5.08255243376272,8,0.635319054220339,182,264,204,5.09415388461753,2.90584611538247,0.0116014508548128,73
"Akron",5.00841826912577,9,0.556490918791752,143,281,308,4.36889584179137,4.63110415820863,-0.6395224273344,94
"Alabama",2.69567879299668,8,0.336959849124585,26,351,119,7.12554334928316,0.87445665071684,4.42986455628648,1
"Appalachian State",4.14247997019014,8,0.517809996273768,117,211,142,5.62354441664975,2.37645558335025,1.4810644464596,25
"Arizona",3.17749996645391,8,0.397187495806739,46,193,265,2.83470756897387,5.16529243102613,-0.342792397480044,86
"Arizona State",3.92072474802146,9,0.435636083113496,61,321,329,4.29246284428171,4.70753715571829,0.371738096260245,56
"Arkansas",3.3983597805868,8,0.42479497257335,58,247,251,4.04886546877893,3.95113453122107,0.650505688192128,49
"Arkansas State",3.43005611625232,7,0.490008016607474,99,162,187,3.1085305223524,3.8914694776476,-0.321525593899921,83
"Army",5.43244525697761,8,0.679055657122202,197,252,132,5.18236318553296,2.81763681446704,-0.250082071444659,81
"Auburn",3.10642660570198,8,0.388303325712748,43,290,128,5.71313518977836,2.28686481022164,2.60670858407637,7
"Ball State",5.45429982118417,8,0.681787477648022,198,224,203,4.30143551918592,3.69856448081408,-1.15286430199825,108
"Baylor",4.47915149335149,7,0.639878784764498,184,296,138,5.61034455553924,1.38965544446076,1.13119306218775,34
"Boise State",3.64529619067502,8,0.455662023834378,74,268,173,5.61058321816864,2.38941678183136,1.96528702749362,16
"Boston College",4.32036350183793,8,0.540045437729742,132,168,184,4.35950180009121,3.64049819990879,0.0391382982532749,71
"Bowling Green",3.78159851806075,8,0.472699814757594,86,171,361,2.16316747628864,5.83683252371136,-1.61843104177211,113
"Buffalo",4.68981166864039,8,0.586226458580048,156,145,254,2.26696334732585,5.73303665267415,-2.42284832131453,124
"BYU",3.19294822709715,8,0.399118528387143,47,224,204,4.40564484682393,3.59435515317607,1.21269661972679,30
"California",3.32062132427038,8,0.415077665533798,53,330,334,3.95209063470475,4.04790936529525,0.631469310434366,51
"Central Michigan",4.76769298257333,9,0.52974366473037,126,267,256,4.56252558533877,4.43747441466123,-0.205167397234558,80
"Charlotte",4.96030471285886,8,0.620038089107358,175,198,295,2.97783729291357,5.02216270708643,-1.98246741994529,118
"Cincinnati",4.47884782281123,8,0.559855977851403,145,182,205,3.67055192005001,4.32944807994999,-0.808295902761222,100
"Clemson",2.95874755365963,8,0.369843444207454,36,293,141,6.11468153635284,1.88531846364716,3.15593398269321,4
"Colorado",3.36224390394826,8,0.420280487993532,55,283,145,5.87562036298739,2.12437963701261,2.51337645903913,8
"Colorado State",3.91709732665277,8,0.489637165831597,98,214,223,3.96929292793203,4.03070707206797,0.0521956012792559,70
"Connecticut",4.5911953547266,9,0.510132817191844,110,165,248,3.46803230921143,5.53196769078857,-1.12316304551516,107
"Duke",3.77567845107724,8,0.471959806384655,85,196,191,3.70210751762815,4.29789248237185,-0.0735709334490902,75
"East Carolina",4.16817278012562,8,0.521021597515703,120,228,230,3.63730817057009,4.36269182942991,-0.530864609555527,92
"Eastern Michigan",5.0078252406545,9,0.556425026739389,142,267,271,4.3680434079097,4.6319565920903,-0.639781832744803,95
"Florida",3.55943547304808,7,0.508490781864011,109,206,82,5.9371844459691,1.0628155540309,2.37774897292102,10
"Florida Atlantic",5.03762996016308,8,0.629703745020385,181,160,302,2.30641286904766,5.69358713095234,-2.73121709111542,128
"Florida International",5.35943370154545,9,0.59549263350505,163,208,313,2.86485479292277,6.13514520707723,-2.49457890862269,126
"Florida State",2.98326025142332,8,0.372907531427915,37,278,239,4.8246225893768,3.1753774106232,1.84136233795348,20
"Fresno State",4.61633453575663,9,0.512926059528514,115,185,304,2.48870283054681,6.51129716945319,-2.12763170520982,120
"Georgia",3.38130036855879,8,0.422662546069848,57,186,209,3.66725119763503,4.33274880236497,0.285950829076246,60
"Georgia Southern",4.5994884024344,8,0.574936050304301,151,214,194,4.12316868510688,3.87683131489312,-0.476319717327527,91
"Georgia State",4.09655088964566,8,0.512068861205707,113,158,190,3.12353746850643,4.87646253149357,-0.973013421139227,103
"Georgia Tech",3.88979775523449,8,0.486224719404311,97,225,188,4.527061650117,3.472938349883,0.637263894882518,50
"Hawaii",5.32834309049228,9,0.592038121165809,160,268,327,4.17164007524491,4.82835992475509,-1.15670301524737,109
"Houston",5.01938838754248,9,0.557709820838054,144,346,195,6.32729322039564,2.67270677960436,1.30790483285316,28
"Idaho",3.79746928871216,8,0.474683661089021,91,194,287,2.89422734708508,5.10577265291492,-0.903241941627082,102
"Illinois",3.28438329762152,8,0.410547912202691,51,181,238,2.90340092218845,5.09659907781155,-0.380982375433078,88
"Indiana",3.42683818248574,8,0.428354772810717,60,211,212,3.93142036110127,4.06857963889873,0.504582178615531,53
"Iowa",3.67550337938538,8,0.459437922423172,78,225,151,5.23154142708122,2.76845857291878,1.55603804769585,24
"Iowa State",3.225486946151,8,0.403185868268875,49,192,259,2.76367469007898,5.23632530992102,-0.461812256072015,90
"Kansas",3.60739387184756,8,0.450924233980945,69,155,314,1.90910795803461,6.09089204196539,-1.69828591381295,114
"Kansas State",4.34027956045993,8,0.542534945057491,136,243,173,4.51737013679721,3.48262986320279,0.177090576337289,62
"Kent State",4.74569702298755,9,0.527299669220839,123,198,234,4.03300675159019,4.96699324840981,-0.712690271397354,97
"Kentucky",3.66693417332608,8,0.45836677166576,76,222,247,3.92597427989417,4.07402572010583,0.259040106568093,61
"Louisiana-Lafayette",4.25971378562404,7,0.608530540803434,170,165,195,3.17956392399988,3.82043607600012,-1.08014986162416,105
"Louisiana-Monroe",4.79781776318415,8,0.599727220398018,168,181,339,2.41676496032602,5.58323503967398,-2.38105280285812,123
"Louisiana Tech",5.90632301459665,9,0.656258112732962,190,396,269,6.22043602799484,2.77956397200516,0.314113013398186,59
"Louisville",4.05855878590794,8,0.507319848238492,107,400,184,6.43948703974421,1.56051296025579,2.38092825383627,9
"LSU",3.26403429800148,7,0.466290614000211,81,209,105,4.98831432389298,2.01168567610702,1.7242800258915,23
"Marshall",4.60762812322333,8,0.575953515402917,153,241,277,3.10429856934884,4.89570143065116,-1.50332955387449,112
"Maryland",4.43564179818295,8,0.554455224772869,140,261,186,4.83603311942498,3.16396688057502,0.40039132124203,54
"Massachusetts",5.11150117936989,9,0.567944575485543,149,200,277,3.16042227494265,5.83957772505735,-1.95107890442724,116
"Memphis",4.74343835164355,8,0.592929793955444,161,299,217,4.91075831318714,3.08924168681286,0.167319961543584,64
"Miami (FL)",3.79102270745311,8,0.473877838431639,89,263,151,4.99474569866784,3.00525430133216,1.20372299121473,31
"Miami (OH)",4.64493489907745,9,0.516103877675272,116,188,231,3.59097762581102,5.40902237418898,-1.05395727326643,104
"Michigan",3.50062842066491,8,0.437578552583114,62,373,93,7.19063998373986,0.809360016260136,3.69001156307496,2
"Michigan State",3.13528921786636,8,0.391911152233295,44,185,240,2.95772081925405,5.04227918074595,-0.177568398612311,79
"Middle Tennessee",5.02607696816598,8,0.628259621020748,180,324,239,5.10976876401033,2.89023123598967,0.0836917958443415,67
"Minnesota",4.16412900170357,8,0.520516125212946,119,257,177,5.10169829168242,2.89830170831758,0.937569289978851,41
"Mississippi State",3.17094164232766,7,0.452991663189665,71,187,199,3.27408458267185,3.72591541732815,0.103142940344196,66
"Missouri",3.57494253219828,8,0.446867816524785,67,265,243,3.26647299915442,4.73352700084558,-0.308469533043861,82
"Navy",3.79691858564307,7,0.542416940806152,135,248,202,4.13858958139227,2.86141041860773,0.341670995749205,57
"Nebraska",3.84537890119435,8,0.480672362649294,93,256,147,5.86728393933559,2.13271606066442,2.02190503814124,14
"Nevada",5.53769966972144,8,0.692212458715181,199,180,220,3.16887682451833,4.83112317548167,-2.36882284520311,122
"New Mexico",5.31837060974623,8,0.664796326218278,194,308,258,4.59263952745456,3.40736047254544,-0.725731082291665,98
"New Mexico State",4.06227120696413,8,0.507783900870516,108,191,343,2.17349200608137,5.82650799391863,-1.88877920088276,115
"North Carolina",3.78264779891054,8,0.472830974863817,88,260,216,4.69394345195713,3.30605654804287,0.911295653046595,42
"North Carolina State",3.7718627585704,8,0.4714828448213,84,214,187,4.67143525922917,3.32856474077083,0.899572500658763,43
"North Texas",4.74763842275686,8,0.593454802844608,162,207,221,3.64091685713793,4.35908314286207,-1.10672156561894,106
"Northern Illinois",3.37392453678151,8,0.421740567097688,56,235,268,3.44392749111303,4.55607250888697,0.0700029543315228,69
"Northwestern",2.53234848293085,8,0.316543560366356,19,201,177,4.29246918778434,3.70753081221566,1.76012070485349,22
"Notre Dame",3.96816857098916,8,0.496021071373645,102,242,221,3.79801468089868,4.20198531910132,-0.170153890090476,78
"Ohio",5.84875045560656,9,0.649861161734063,188,259,220,5.49126287024985,3.50873712975016,-0.357487585356719,87
"Ohio State",3.09813291348351,8,0.387266614185439,42,341,121,6.35773441380412,1.64226558619588,3.25960150032061,3
"Oklahoma",3.92587026377904,8,0.49073378297238,100,363,260,5.00958140952016,2.99041859047984,1.08371114574112,36
"Oklahoma State",4.23167135262167,8,0.528958919077709,125,325,212,5.36444757702244,2.63555242297756,1.13277622440077,33
"Old Dominion",4.91466542227446,8,0.614333177784308,173,259,233,4.47785328710669,3.52214671289331,-0.436812135167769,89
"Ole Miss",3.01803331593033,8,0.377254164491291,38,288,260,4.36638960859078,3.63361039140922,1.34835629266045,27
"Oregon",3.05516016448137,8,0.381895020560171,40,324,338,4.01693429535198,3.98306570464802,0.96177413087061,40
"Oregon State",2.66940131050828,8,0.333675163813536,25,199,261,2.99252568666384,5.00747431333616,0.323124376155552,58
"Penn State",2.77700035588142,8,0.347125044485177,28,269,216,4.97468235297278,3.02531764702722,2.19768199709136,12
"Pittsburgh",3.74806347463948,8,0.468507934329935,83,305,259,4.85358648063376,3.14641351936624,1.10552300599428,35
"Purdue",4.09349721207789,8,0.511687151509736,112,203,295,2.92136060493906,5.07863939506094,-1.17213660713883,110
"Rice",4.05666085457652,8,0.507082606822065,106,195,320,2.09002442538193,5.90997557461807,-1.96663642919459,117
"Rutgers",2.95110212475951,8,0.368887765594939,34,148,298,2.33735930917273,5.66264069082727,-0.613742815586781,93
"San Diego State",5.70203613575727,8,0.712754516969659,201,267,136,6.37652786475638,1.62347213524362,0.674491728999111,48
"San Jose State",5.37875920729328,9,0.597639911921476,164,208,316,2.92699945113101,6.07300054886899,-2.45175975616227,125
"SMU",3.64345491861757,8,0.455431864827196,72,212,243,3.71774024197447,4.28225975802553,0.0742853233569076,68
"South Alabama",4.24213989006689,8,0.530267486258362,127,177,191,3.40365368946039,4.59634631053961,-0.838486200606502,101
"South Carolina",3.58483939231117,8,0.448104924038896,68,142,170,3.25343404641324,4.74656595358676,-0.331405345897923,85
"South Florida",5.04441645750099,9,0.56049071750011,146,391,272,6.21750016355416,2.78249983644584,1.17308370605317,32
"Southern Miss",4.86208796110178,8,0.607760995137722,169,275,221,4.77726757197496,3.22273242802504,-0.084820389126814,76
"Stanford",2.64566503111592,8,0.33070812888949,23,153,152,4.51748256625766,3.48251743374234,1.87181753514175,17
"Syracuse",3.72779168455846,8,0.465973960569807,80,213,253,3.71289577820829,4.28710422179171,-0.0148959063501648,74
"TCU",4.58361008014071,8,0.572951260017589,150,275,241,4.43647264730819,3.56352735269181,-0.147137432832518,77
"Temple",4.71798479579004,9,0.52422053286556,122,304,204,5.79776151307765,3.20223848692235,1.07977671728761,37
"Tennessee",2.34253169835819,8,0.292816462294774,14,234,233,4.33928148623315,3.66071851376685,1.99674978787496,15
"Texas",3.55273302337688,8,0.44409162792211,66,288,262,4.52763232385582,3.47236767614418,0.97489930047894,39
"Texas A&M",3.61631268458877,8,0.452039085573597,70,307,158,5.77238123817934,2.22761876182066,2.15606855359057,13
"Texas State",4.38816845451423,7,0.626881207787747,178,168,285,2.02577569986295,4.97422430013705,-2.36239275465128,121
"Texas Tech",4.24262193086538,8,0.530327741358173,128,379,331,4.41865386562408,3.58134613437592,0.176031934758694,63
"Toledo",5.12698188670185,8,0.640872735837731,185,315,188,5.94616263144064,2.05383736855936,0.819180744738794,46
"Troy",4.35958547177827,7,0.622797924539753,177,263,139,5.20124702274421,1.79875297725579,0.841661550965938,45
"Tulane",4.61062355113567,8,0.576327943891959,154,227,221,3.34462825221247,4.65537174778753,-1.2659952989232,111
"Tulsa",4.33240877698205,8,0.541551097122756,134,337,255,5.05202518817958,2.94797481182043,0.719616411197528,47
"UCF",4.15427306976538,8,0.519284133720673,118,249,197,4.68592792518379,3.31407207481621,0.531654855418404,52
"UCLA",3.01830307128278,8,0.377287883910347,39,227,214,4.03155121126884,3.96844878873116,1.01324813998606,38
