"TEAM","ELO","GAMES","RANK"
"Hawaii",1020.1769052437,8,111
"Appalachian State",1672.44258471321,8,33
"Indiana",1319.78966968571,8,81
"Oregon State",1475.28594142908,8,58
"Rice",660.361523667153,7,128
"South Carolina",1371.57725605045,8,74
"Tulane",1112.30409210526,7,104
"Charlotte",921.05915005799,8,122
"Ball State",1150.97243245547,7,101
"Colorado State",1420.36668869544,7,67
"Kansas State",1540.30523695392,8,49
"Toledo",1572.41945249045,8,43
"Army",1290.86139670658,8,83
"Boise State",1984.27029534362,8,8
"Bowling Green",970.865055682055,8,115
"BYU",1478.34246847217,8,57
"Fresno State",667.148896560903,8,127
"UCLA",1557.14767878801,8,45
"Clemson",2112.78574763586,7,4
"Georgia Tech",1545.44892606673,8,47
"Georgia",1617.48067324957,7,38
"Kent State",1163.94337247637,9,98
"LSU",1674.28030060105,6,32
"Louisiana Tech",1380.26350054093,8,72
"Massachusetts",998.886732678278,9,113
"Miami (OH)",980.163090190966,8,114
"Missouri",1400.06321223987,8,69
"New Mexico State",967.672075702599,8,116
"Northern Illinois",1139.46258477681,7,103
"Oklahoma",1682.67022258107,8,31
"Rutgers",1241.48617487546,8,91
"San Jose State",917.959010981069,9,123
"South Alabama",1319.91171600221,7,80
"USC",1633.4310595652,8,37
"SMU",1260.43744557702,8,89
"Southern Miss",1455.20228006449,8,61
"Texas State",1073.69615940599,7,107
"Western Michigan",1896.52191983391,8,11
"Notre Dame",1193.63967706759,8,95
"Ole Miss",1611.34649007653,8,39
"Louisville",1932.56717131147,8,10
"Maryland",1665.62203980644,8,34
"Akron",1469.65212064712,8,59
"Arkansas State",1166.78199321501,6,97
"Arkansas",1609.66048487975,8,40
"Boston College",1342.66616317793,8,77
"California",1498.3691445661,8,55
"UCF",1433.94687235908,7,64
"Central Michigan",1531.99477263098,9,50
"Cincinnati",1329.15190931772,7,78
"Connecticut",1206.40126220524,9,92
"Eastern Michigan",1265.07285569729,9,88
"Florida Atlantic",678.702618439525,7,126
"Georgia Southern",1415.70927205479,8,68
"Georgia State",947.97832521279,7,118
"Idaho",1279.49536003788,8,84
"Iowa State",1105.73787103997,8,105
"Kentucky",1350.44933858446,8,76
"Middle Tennessee",1522.32830558861,8,53
"North Carolina",1601.71929156397,7,41
"UNLV",1043.04383821833,9,109
"Nevada",950.174784910312,8,117
"New Mexico",1080.63658021281,8,106
"North Carolina State",1545.07561817634,8,48
"Louisiana-Monroe",1010.42352420914,7,112
"Ohio",1251.70811093964,9,90
"Old Dominion",1353.7329576999,8,75
"Penn State",1726.23286971191,8,28
"Texas Tech",1490.64081822048,7,56
"UTEP",930.829698966803,8,120
"UTSA",1178.8551838225,7,96
"Troy",1740.35969323677,7,26
"Tulsa",1639.29228397182,8,35
"Utah State",1319.95605989127,8,79
"Virginia Tech",1765.88885699394,8,22
"Virginia",1146.22460691472,8,102
"Wake Forest",1522.64426836162,8,51
"Washington State",1819.78379432677,7,20
"Western Kentucky",1376.34409353154,8,73
"Wyoming",1520.28204989481,8,54
"Houston",1742.0569470203,9,25
"Alabama",2310.90818074626,8,1
"Arizona State",1753.26695567139,8,23
"Baylor",1833.84640159068,6,18
"Colorado",1882.64799110269,8,13
"East Carolina",1159.64883400386,7,99
"Florida International",937.093546794267,9,119
"Florida State",1793.14546698998,7,21
"Kansas",889.408983071356,7,124
"Miami (FL)",1841.55074890917,8,16
"Michigan State",1274.12302471223,8,85
"Mississippi State",1273.41252019399,7,86
"North Texas",1035.58642409323,8,110
"Ohio State",2230.38222173704,8,3
"Oregon",1553.74034170861,8,46
"Pittsburgh",1750.87054338585,8,24
"San Diego State",1637.33875377797,7,36
"South Florida",1522.54818222442,9,52
"Temple",1433.20285800749,9,65
"Texas A&M",2081.55049805771,7,5
"Navy",1440.72543558971,7,63
"Vanderbilt",1385.5254316716,8,71
"Buffalo",729.035787634875,7,125
"Duke",1302.50091440971,8,82
"Texas",1429.54916784404,8,66
"Utah",1737.54394041398,9,27
"Florida",1821.05635387034,7,19
"Iowa",1688.06633772107,7,30
"Nebraska",1969.80532592127,8,9
"Oklahoma State",1574.88079526884,7,42
"Syracuse",1195.02665343225,8,94
"TCU",1445.45907835354,7,62
"Wisconsin",1845.4087631969,8,15
"Louisiana-Lafayette",1158.29530803693,6,100
"Stanford",1847.39076002824,8,14
"Air Force",1468.47908501071,7,60
"Washington",2049.30833375985,8,6
"Illinois",1201.91771050556,8,93
"Marshall",921.7496485433,8,121
"Memphis",1396.70217262238,7,70
"Minnesota",1699.50168926072,8,29
"Northwestern",1571.45818082618,8,44
"Purdue",1054.75337456648,7,108
"Tennessee",2031.53084368025,8,7
"Arizona",1270.74538165474,7,87
"Auburn",1838.79794045224,8,17
"Michigan",2260.47301186197,8,2
"West Virginia",1884.51016006795,6,12
