"Team","Previous.Score","Score","Rank"
"Air Force",25.5126798115087,25.5126798115087,57
"Akron",15.6858373750733,15.6858373750733,101
"Alabama",56.8956414162906,56.8956414162906,1
"Appalachian State",28.58732914462,28.58732914462,43
"Arizona",16.4437624007937,16.4437624007937,96
"Arizona State",22.2032667233551,22.2032667233551,70
"Arkansas",25.5252773728502,25.5252773728502,56
"Arkansas State",17.7544946550051,17.7544946550051,88
"Army",25.3824050453643,25.3824050453643,59
"Auburn",45.6597070375928,45.6597070375928,6
"Ball State",16.542066247796,16.542066247796,95
"Baylor",37.1838199603476,37.1838199603476,16
"Boise State",33.6019699546489,33.6019699546489,24
"Boston College",18.6260309389934,18.6260309389934,85
"Bowling Green",5.01882509369632,5.01882509369632,118
"Buffalo",3.51136394951466,3.51136394951466,120
"BYU",28.4350729875284,28.4350729875284,44
"California",24.1558779761905,24.1558779761905,63
"Central Michigan",19.1879679823313,19.1879679823313,79
"Charlotte",3.16489610891041,3.16489610891041,122
"Cincinnati",16.2115850970229,16.2115850970229,97
"Clemson",45.1793509070327,45.1793509070327,7
"Colorado",41.3301091269979,41.3301091269979,10
"Colorado State",19.1399429563446,19.1399429563446,80
"Connecticut",12.7011959876595,12.7011959876595,107
"Duke",22.7480513038551,22.7480513038551,68
"East Carolina",17.6493961010363,17.6493961010363,90
"Eastern Michigan",14.6265658462459,14.6265658462459,104
"Florida",38.4215701823057,38.4215701823057,13
"Florida Atlantic",-0.180714010140784,-0.180714010140784,125
"Florida International",6.30817656280893,6.30817656280893,115
"Florida State",32.5358256397787,32.5358256397787,30
"Fresno State",5.13326719577746,5.13326719577746,117
"Georgia",22.100021258503,22.100021258503,71
"Georgia Southern",15.2533304988664,15.2533304988664,102
"Georgia State",16.7021875590549,16.7021875590549,94
"Georgia Tech",27.3688306051585,27.3688306051585,49
"Hawaii",12.9047343474482,12.9047343474482,106
"Houston",33.6832212340997,33.6832212340997,23
"Idaho",8.78128100198438,8.78128100198438,113
"Illinois",13.7143565759669,13.7143565759669,105
"Indiana",25.020736882716,25.020736882716,60
"Iowa",33.2291666666632,33.2291666666632,26
"Iowa State",15.9842849466177,15.9842849466177,98
"Kansas",-1.21372613198863,-1.21372613198863,126
"Kansas State",28.4016136216395,28.4016136216395,45
"Kent State",15.9471481236526,15.9471481236526,99
"Kentucky",21.0128923965415,21.0128923965415,73
"Louisiana-Lafayette",12.3376710803409,12.3376710803409,108
"Louisiana-Monroe",-3.33810637349794,-3.33810637349794,128
"Louisiana Tech",30.1432690263605,30.1432690263605,39
"Louisville",47.8619215915509,47.8619215915509,5
"LSU",41.8836754940064,41.8836754940064,8
"Marshall",6.20538357538802,6.20538357538802,116
"Maryland",27.2307571176586,27.2307571176586,50
"Massachusetts",8.89714514921396,8.89714514921396,112
"Memphis",26.8748618523587,26.8748618523587,51
"Miami (FL)",31.757298752835,31.757298752835,33
"Miami (OH)",15.0834649960808,15.0834649960808,103
"Michigan",55.0106336805559,55.0106336805559,2
"Michigan State",21.0300409226238,21.0300409226238,72
"Middle Tennessee",24.686018091099,24.686018091099,62
"Minnesota",30.1492701247168,30.1492701247168,38
"Mississippi State",23.8852636954253,23.8852636954253,66
"Missouri",18.9315324344041,18.9315324344041,82
"Navy",26.053263705187,26.053263705187,54
"Nebraska",36.2948288690478,36.2948288690478,17
"Nevada",9.07675057870388,9.07675057870388,111
"New Mexico",17.6410737906275,17.6410737906275,91
"New Mexico State",0.637958829389353,0.637958829389353,124
"North Carolina",28.281887755102,28.281887755102,46
"North Carolina State",26.2210795776636,26.2210795776636,53
"North Texas",15.9265252976191,15.9265252976191,100
"Northern Illinois",20.0638950892864,20.0638950892864,75
"Northwestern",33.0413256448413,33.0413256448413,27
"Notre Dame",25.7304067460294,25.7304067460294,55
"Ohio",19.138851387443,19.138851387443,81
"Ohio State",51.4754154266638,51.4754154266638,3
"Oklahoma",34.3873290788307,34.3873290788307,20
"Oklahoma State",32.2809858244508,32.2809858244508,31
"Old Dominion",18.649060984347,18.649060984347,84
"Ole Miss",32.9966739299887,32.9966739299887,29
"Oregon",24.9654327876983,24.9654327876983,61
"Oregon State",18.1879650297583,18.1879650297583,87
"Penn State",35.7458043981624,35.7458043981624,18
"Pittsburgh",29.5743560445014,29.5743560445014,41
"Purdue",8.0613839285701,8.0613839285701,114
"Rice",4.9150811366246,4.9150811366246,119
"Rutgers",11.7925347222251,11.7925347222251,109
"San Diego State",31.3045841600529,31.3045841600529,36
"San Jose State",3.20838844797191,3.20838844797191,121
"SMU",20.9983568948631,20.9983568948631,74
"South Alabama",19.2919058248289,19.2919058248289,78
"South Carolina",19.3741265314005,19.3741265314005,77
"South Florida",32.9985911320618,32.9985911320618,28
"Southern Miss",18.7334031827021,18.7334031827021,83
"Stanford",29.8163752480159,29.8163752480159,40
"Syracuse",17.6692570546732,17.6692570546732,89
"TCU",25.4912211564852,25.4912211564852,58
"Temple",31.9667038690478,31.9667038690478,32
"Tennessee",31.0826581790124,31.0826581790124,37
"Texas",27.9422255881519,27.9422255881519,47
"Texas A&M",40.2309432701658,40.2309432701658,12
"Texas State",-2.36063251357569,-2.36063251357569,127
"Texas Tech",23.689645121503,23.689645121503,67
"Toledo",31.6836626432981,31.6836626432981,34
"Troy",33.9627976190473,33.9627976190473,22
"Tulane",17.6122970600288,17.6122970600288,92
"Tulsa",31.532758763238,31.532758763238,35
"UCF",27.5506109851664,27.5506109851664,48
"UCLA",26.6097160218252,26.6097160218252,52
"UNLV",10.2631965112435,10.2631965112435,110
"USC",34.4195808531746,34.4195808531746,19
"Utah",28.6688896237508,28.6688896237508,42
"Utah State",16.744078621032,16.744078621032,93
"UTEP",2.33847178918035,2.33847178918035,123
"UTSA",18.4365965136044,18.4365965136044,86
"Vanderbilt",22.2118985615082,22.2118985615082,69
"Virginia",20.0127900407843,20.0127900407843,76
"Virginia Tech",37.9585813492014,37.9585813492014,14
"Wake Forest",24.1054377480141,24.1054377480141,64
"Washington",49.4132298752839,49.4132298752839,4
"Washington State",37.8247767857144,37.8247767857144,15
"West Virginia",34.0692622287011,34.0692622287011,21
"Western Kentucky",33.3752170138885,33.3752170138885,25
"Western Michigan",41.8119595391083,41.8119595391083,9
"Wisconsin",40.7728627330625,40.7728627330625,11
"Wyoming",24.0660962301588,24.0660962301588,65
