"TEAM","ELO","GAMES","RANK"
"Hawaii",997.098135607337,6,111
"Appalachian State",1745.05686973118,6,26
"Indiana",1454.6549488441,6,59
"Oregon State",1367.35069822724,6,74
"Rice",604.50266839224,6,127
"South Carolina",1339.39114502742,6,77
"Tulane",1233.65922169559,5,89
"Charlotte",942.750208381315,7,117
"Ball State",1239.80334086643,6,88
"Colorado State",1389.67417752194,6,70
"Kansas State",1523.56633414482,6,53
"Toledo",1655.23638979815,6,34
"Army",1285.08707648739,6,84
"Boise State",1992.6814637878,6,12
"Bowling Green",987.920003589515,7,112
"BYU",1515.72561492607,7,54
"Fresno State",588.904286351038,6,128
"UCLA",1626.45073910442,7,40
"Clemson",2142.6801316046,6,5
"Georgia Tech",1610.96117515171,7,43
"Georgia",1720.11350641956,6,27
"Kent State",961.821625976183,7,115
"LSU",1618.10229492384,5,42
"Louisiana Tech",1289.1185912355,6,83
"Massachusetts",1038.50406378745,7,107
"Miami (OH)",832.728079937312,6,123
"Missouri",1548.34759081154,6,50
"New Mexico State",852.442419656687,6,122
"Northern Illinois",1071.32875641966,6,105
"Oklahoma",1588.78023130463,6,45
"Rutgers",1277.1384476429,7,86
"San Jose State",884.648993682088,7,119
"South Alabama",1290.14064646037,5,82
"USC",1650.71863270853,7,35
"SMU",1167.60740591387,6,99
"Southern Miss",1456.1075209985,7,58
"Texas State",1196.34865962844,6,93
"Western Michigan",1915.75952182753,7,14
"Notre Dame",1190.65711061125,7,95
"Ole Miss",1717.90104817076,6,28
"Louisville",2025.89940164734,6,9
"Maryland",1642.30560038456,6,37
"Akron",1433.2750958072,6,62
"Arkansas State",1014.44697328754,5,110
"Arkansas",1676.16666128207,7,31
"Boston College",1385.24592212917,6,71
"California",1441.03389156469,6,60
"UCF",1370.98103178386,5,73
"Central Michigan",1657.96298194375,7,33
"Cincinnati",1321.86246375771,5,79
"Connecticut",1230.30654022558,7,90
"Eastern Michigan",1308.64441715531,7,81
"Florida Atlantic",715.272108493768,6,125
"Georgia Southern",1403.97062859036,6,67
"Georgia State",1036.32874967888,6,108
"Idaho",1339.8307361407,7,76
"Iowa State",1079.75670152886,7,104
"Kentucky",1280.87997033644,6,85
"Middle Tennessee",1416.33159456003,6,65
"North Carolina",1565.49861034736,6,47
"UNLV",1094.85582321567,7,103
"Nevada",975.425611068434,7,113
"New Mexico",1016.5652448772,6,109
"North Carolina State",1840.77760121747,6,19
"Louisiana-Monroe",1060.29490880336,5,106
"Ohio",1188.45454818974,7,96
"Old Dominion",1420.69846892671,6,64
"Penn State",1546.95927503706,6,51
"Texas Tech",1505.3505154208,5,57
"UTEP",856.362337661993,6,121
"UTSA",1137.85596268551,5,101
"Troy",1809.25823164204,6,24
"Tulsa",1423.93830808472,6,63
"Utah State",1321.5988162959,6,80
"Virginia Tech",1639.3610802869,6,38
"Virginia",1136.14468178492,6,102
"Wake Forest",1687.94023205886,7,30
"Washington State",1786.65110495538,5,25
"Western Kentucky",1276.30217886798,6,87
"Wyoming",1412.91040402885,6,66
"Houston",1813.09522726914,7,23
"Alabama",2278.35136664142,7,1
"Arizona State",1825.38749476847,6,21
"Baylor",2068.74778057832,5,7
"Colorado",1823.4486502163,7,22
"East Carolina",1184.16099952008,5,97
"Florida International",823.941319640456,7,124
"Florida State",1906.18830811453,6,16
"Kansas",886.532850730387,5,118
"Miami (FL)",1962.20710480618,6,13
"Michigan State",1402.78091789941,6,68
"Mississippi State",1223.46972837456,6,91
"North Texas",879.408241387078,6,120
"Ohio State",2193.29050226053,6,3
"Oregon",1610.37201785936,6,44
"Pittsburgh",1691.63331739249,7,29
"San Diego State",1647.18044161974,5,36
"South Florida",1554.60922422067,7,48
"Temple",1202.2795289599,7,92
"Texas A&M",2165.14921114415,5,4
"Navy",1514.22620583667,5,55
"Vanderbilt",1340.73829104761,7,75
"Buffalo",710.169292143779,5,126
"Duke",1392.88754709154,7,69
"Texas",1381.31323354356,6,72
"Utah",1670.60738179494,7,32
"Florida",1851.168960793,6,17
"Iowa",1583.66059331641,6,46
"Nebraska",2083.49593964237,6,6
"Oklahoma State",1528.31269592261,5,52
"Syracuse",1195.87527084857,7,94
"TCU",1509.74174998455,5,56
"Wisconsin",1831.48958271993,6,20
"Louisiana-Lafayette",1171.75934356975,5,98
"Stanford",1914.65848468613,6,15
"Air Force",1627.02069473416,5,39
"Washington",2031.13632720001,6,8
"Illinois",1155.37772861427,6,100
"Marshall",943.802295766431,6,116
"Memphis",1434.42271462421,5,61
"Minnesota",1621.02626947546,6,41
"Northwestern",1550.19706628556,6,49
"Purdue",973.701273832579,5,114
"Tennessee",2023.33222615123,7,10
"Arizona",1330.35348597863,6,78
"Auburn",1848.83246170292,6,18
"Michigan",2207.9823341719,6,2
"West Virginia",2020.89418592952,4,11
