"TEAM","Points.For","Points.Against","Conf.Points.For","Conf.Points.Against","CONF.W","CONF.L","OVERALL.W","OVERALL.L","ConferenceOffset","Adjusted.SoS","First.Pass.SoS","SoS.Score","SoS.Ranking","Value","Rank"
"Air Force",206,149,93,100,0.457107547425223,0.542892452574778,0.683026129972428,0.316973870027572,0.982557525002033,0.423128866240934,0.433841197158034,0.264732478915574,114,0.589499620159456,48
"Akron",226,242,66,81,0.380986590187761,0.619013409812239,0.459559913045209,0.540440086954791,0.984925005858917,0.469127474833187,0.495363378341613,0.41129322863649,83,0.46438662613752,85
"Alabama",318,105,180,89,0.841474405804446,0.158525594195554,0.932527324646516,0.0674726753534844,1.025,0.547252286427106,0.529854644844577,0.660214474505185,28,0.818260675497016,2
"Appalachian State",140,113,41,3,0.997969528424538,0.00203047157546212,0.624286710741175,0.375713289258825,0.975,0.52541437520517,0.522133535240182,0.5906345298291,41,0.575479760934823,57
"Arizona",183,231,89,164,0.190214773771653,0.809785226228347,0.365389436294804,0.634610563705196,1.02160816194681,0.525384146446509,0.575007344496652,0.590538214969411,42,0.44466728571099,94
"Arizona State",254,238,110,142,0.353161392808243,0.646838607191757,0.538473973520573,0.461526026479427,1.02160816194681,0.512468515497426,0.53964265338034,0.549386436405937,53,0.550507383972361,64
"Arkansas",244,195,88,124,0.307298611200054,0.692701388799946,0.629781541547661,0.370218458452339,1.025,0.548745318913585,0.58171315072214,0.664971574062601,25,0.629102713220966,36
"Arkansas State",111,177,44,33,0.66414177276322,0.33585822723678,0.248638232982969,0.751361767017031,0.975,0.528177562783751,0.60851236817748,0.599438597072227,39,0.359381371096611,113
"Army",213,84,0,0,0.75,0.75,0.900717882152333,0.0992821178476666,1.00931274900398,0.340041643348839,0.279467054550867,0,128,0.700093914836406,20
"Auburn",194,96,72,56,0.644652492448271,0.355347507551728,0.841217996508651,0.158782003491349,1.025,0.587026096651228,0.603964330881038,0.786941773962813,10,0.781186777331933,5
"Ball State",199,168,76,76,0.5,0.5,0.599009039279796,0.400990960720204,0.984925005858917,0.369663080549222,0.313816493498109,0.094379812276113,126,0.496347891580549,77
"Baylor",262,103,129,73,0.794026043135032,0.205973956864968,0.901381416100837,0.0986185838991631,1.0199203187251,0.362610745008078,0.295455384682314,0.0719096633775717,127,0.713338464173042,18
"Boise State",212,116,98,54,0.804156925693538,0.195843074306462,0.80676115855058,0.19323884144942,0.982557525002033,0.477902698154156,0.4699779112916,0.439252841943276,74,0.68238627591692,24
"Boston College",127,142,24,122,0.0207641964108106,0.979235803589189,0.434236524124238,0.565763475875762,1.00947282299374,0.475789258501639,0.461628756847492,0.432519001302387,76,0.447567208019765,92
"Bowling Green",145,321,84,100,0.398140869924756,0.601859130075244,0.13199235794462,0.868007642055381,0.984925005858917,0.569618112725638,0.687547790921634,0.73147646200349,13,0.312396053281883,124
"Buffalo",97,190,41,75,0.192899163236283,0.807100836763717,0.168908600643763,0.831091399356237,0.984925005858917,0.453203157811338,0.534212996768772,0.36055517561832,90,0.286294782643251,126
"BYU",197,176,0,0,0.75,0.75,0.566392061649111,0.433607938350889,1.00931274900398,0.561068995054101,0.589254786834901,0.704237266433477,21,0.579358608759429,53
"California",254,240,113,121,0.459559913045209,0.540440086954791,0.53354154096307,0.46645845903693,1.02160816194681,0.52918053107179,0.554907115999143,0.602634254261433,36,0.552346141599396,63
"Central Michigan",226,198,68,98,0.2960581921818,0.7039418078182,0.577733262665666,0.422266737334334,0.984925005858917,0.483380270160953,0.493431539927007,0.456705479849842,71,0.541346978861776,68
"Charlotte",171,271,71,102,0.297624767068096,0.702375232931904,0.251377515281824,0.748622484718176,0.982247931351517,0.453330208398951,0.472790448063951,0.360959984153685,89,0.319409176107095,121
"Cincinnati",138,152,45,105,0.118355518490957,0.881644481509043,0.442997500240853,0.557002499759147,0.995521759117377,0.441789947452421,0.470661605954121,0.324190408984768,101,0.450193723785735,89
"Clemson",256,107,148,70,0.855011360531774,0.144988639468226,0.887700620003661,0.112299379996339,1.00947282299374,0.565688688910204,0.627851482698923,0.718956533292902,18,0.808672770119221,4
"Colorado",273,140,145,81,0.7989933246607,0.2010066753393,0.829594426019799,0.170405573980201,1.02160816194681,0.516963985616345,0.48467070296877,0.563709901639792,47,0.730061473154733,14
"Colorado State",172,200,71,90,0.363085377395462,0.636914622604538,0.411576928663905,0.588423071336095,0.982557525002033,0.513069461558203,0.569661665705846,0.551301170523007,51,0.45617379103212,88
"Connecticut",146,183,61,93,0.269041756268156,0.730958243731844,0.369273564959516,0.630726435040484,0.995521759117377,0.501367348530494,0.51487335251764,0.514015902312768,60,0.415935787863035,103
"Duke",161,153,48,82,0.219397959698687,0.780602040301313,0.530160955198555,0.469839044801445,1.00947282299374,0.548257139012847,0.569363041915104,0.663416135443031,26,0.548374223133676,66
"East Carolina",168,196,51,85,0.22958487107056,0.77041512892944,0.409668218560469,0.590331781439531,0.995521759117377,0.504099489687286,0.5614917913214,0.522721049458247,59,0.458214849005949,87
"Eastern Michigan",221,198,75,80,0.461835304480992,0.538164695519008,0.564747582027866,0.435252417972134,0.984925005858917,0.438851358304088,0.426437768937773,0.314827477324832,102,0.510825751048237,75
"Florida",182,72,126,65,0.827596818563125,0.172403181436875,0.900051519406323,0.0999484805936767,1.025,0.48689785757018,0.435188010146108,0.467913215554961,68,0.763724441727574,7
"Florida Atlantic",157,250,75,88,0.406406362540174,0.593593637459826,0.249260569193052,0.750739430806948,0.982247931351517,0.447948203888178,0.49345864740014,0.343811843367682,94,0.324790030843686,120
"Florida International",149,227,95,78,0.614741736159141,0.385258263840859,0.269378360585538,0.730621639414462,0.982247931351517,0.435477742687581,0.394443975577493,0.304078464492546,107,0.305544817972359,125
"Florida State",244,202,92,125,0.325971019013626,0.674028980986374,0.610090881844771,0.389909118155229,1.00947282299374,0.567469092441537,0.632622420756099,0.72462925436738,15,0.623451823508984,37
"Fresno State",144,235,45,89,0.16571880611514,0.83428119388486,0.238529189647362,0.761470810352638,0.982557525002033,0.476166627018559,0.549558989807127,0.433721372731731,75,0.336236873769604,114
"Georgia",176,185,117,137,0.407574215057951,0.592425784942049,0.470485293602702,0.529514706397298,1.025,0.507748595708958,0.498522417031861,0.5343478297178,57,0.491826776447732,79
"Georgia Southern",182,141,73,57,0.642528921626461,0.357471078373539,0.64678452219266,0.35321547780734,0.975,0.438602201435554,0.412196212086973,0.314033613802259,103,0.554373708353496,61
"Georgia State",117,171,65,69,0.464675302570932,0.535324697429068,0.289175785762769,0.71082421423723,0.975,0.566063538589119,0.620992385543133,0.720150879201524,17,0.389786786047318,105
"Georgia Tech",187,153,79,112,0.304226663398944,0.695773336601056,0.616705871366942,0.383294128633058,1.00947282299374,0.519725037998984,0.565128215185031,0.572507165722392,44,0.605192402862482,45
"Hawaii",213,272,110,75,0.712527568300487,0.287472431699513,0.359050306493996,0.640949693506004,0.982557525002033,0.449221959817477,0.470702294155299,0.347870284039534,93,0.389355747385977,106
"Houston",299,133,120,61,0.832518754584506,0.167481245415494,0.872129940059205,0.127870059940795,0.995521759117377,0.458686859048562,0.418751234797713,0.37802734247661,85,0.717774876703912,16
"Idaho",175,250,102,88,0.586592678377185,0.413407321622815,0.300415595377222,0.699584404622778,0.975,0.48407966428909,0.555276959424712,0.458933889162802,70,0.375735148808225,107
"Illinois",156,157,71,72,0.49171391031095,0.50828608968905,0.496214116979262,0.503785883020738,1.02003770631759,0.48263275155486,0.467307973031916,0.45432373634298,72,0.496328657469088,78
"Indiana",155,152,63,86,0.323534916630964,0.676465083369036,0.51157810307609,0.48842189692391,1.02003770631759,0.55871702085673,0.613047719654987,0.696743407113807,22,0.556329899849391,60
