"Team","Previous.Score","Score","Rank"
"Maryland",1656.06374686507,1656.06374686507,57
"Massachusetts",1333.35614818469,1333.35614818469,119
"Memphis",1734.38063460599,1734.38063460599,41
"Miami (FL)",1874.33018081268,1874.33018081268,16
"Miami (OH)",1386.70091358302,1386.70091358302,114
"Michigan",2206.49557849532,2206.49557849532,3
"Michigan State",1579.92993232904,1579.92993232904,79
"Middle Tennessee",1630.46105558127,1630.46105558127,67
"Minnesota",1763.50605853042,1763.50605853042,34
"Mississippi State",1599.43581611775,1599.43581611775,70
"Missouri",1593.93548067644,1593.93548067644,73
"Navy",1669.72237548069,1669.72237548069,56
"Nebraska",1975.32941938813,1975.32941938813,9
"Nevada",1347.71845058227,1347.71845058227,116
"New Mexico",1405.724825805,1405.724825805,111
"New Mexico State",1308.5577489551,1308.5577489551,122
"North Carolina",1685.9823769282,1685.9823769282,53
"North Carolina State",1887.33880169396,1887.33880169396,14
"North Texas",1454.64448496625,1454.64448496625,104
"Northern Illinois",1487.19653775038,1487.19653775038,98
"Northwestern",1791.17933308356,1791.17933308356,31
"Notre Dame",1582.7396901467,1582.7396901467,76
"Ohio",1582.53808310634,1582.53808310634,77
"Ohio State",2196.73441543698,2196.73441543698,4
"Oklahoma",1761.01554763742,1761.01554763742,35
"Oklahoma State",1758.90015448536,1758.90015448536,37
"Old Dominion",1647.03685515411,1647.03685515411,60
"Ole Miss",1821.39029960481,1821.39029960481,26
"Oregon",1727.63592717882,1727.63592717882,42
"Oregon State",1582.47687588271,1582.47687588271,78
"Penn State",1812.92312715542,1812.92312715542,28
"Pittsburgh",1766.85523636082,1766.85523636082,32
"Purdue",1449.04393421566,1449.04393421566,106
"Rice",1292.28981298148,1292.28981298148,123
"Rutgers",1454.9216507388,1454.9216507388,103
"San Diego State",1707.15525630313,1707.15525630313,49
"San Jose State",1281.58973639599,1281.58973639599,124
"SMU",1494.05177650669,1494.05177650669,97
"South Alabama",1498.83886163759,1498.83886163759,96
"South Carolina",1440.33332180617,1440.33332180617,107
"South Florida",1818.01312795047,1818.01312795047,27
"Southern Miss",1568.00596552351,1568.00596552351,82
"Stanford",1811.88361045575,1811.88361045575,29
"Syracuse",1528.14161233718,1528.14161233718,95
"TCU",1739.37671913175,1739.37671913175,40
"Temple",1637.8040447535,1637.8040447535,65
"Tennessee",1869.97180285851,1869.97180285851,17
"Texas",1645.41459636268,1645.41459636268,61
"Texas A&M",2094.03993742887,2094.03993742887,5
"Texas State",1340.11046349962,1340.11046349962,117
"Texas Tech",1577.56034774941,1577.56034774941,80
"Toledo",1825.64072338265,1825.64072338265,24
"Troy",1856.92132705258,1856.92132705258,19
"Tulane",1532.9379780516,1532.9379780516,92
"Tulsa",1687.47713621916,1687.47713621916,52
"UCF",1642.82208181803,1642.82208181803,63
"UCLA",1724.03105300494,1724.03105300494,43
"UNLV",1462.16270240676,1462.16270240676,101
"USC",1760.26561203389,1760.26561203389,36
"Utah",1743.67466342693,1743.67466342693,39
"Utah State",1554.61111811136,1554.61111811136,85
"UTEP",1265.8505780624,1265.8505780624,126
"UTSA",1528.91336083941,1528.91336083941,93
"Vanderbilt",1583.44726240557,1583.44726240557,75
"Virginia",1598.11860529812,1598.11860529812,71
"Virginia Tech",1721.95532170796,1721.95532170796,44
"Wake Forest",1711.88441471737,1711.88441471737,48
"Washington",2259.48888371809,2259.48888371809,1
"Washington State",1922.06073217142,1922.06073217142,11
"West Virginia",1857.51499056253,1857.51499056253,18
"Western Kentucky",1611.5100482821,1611.5100482821,69
"Western Michigan",1970.00100322319,1970.00100322319,10
"Wisconsin",1890.64917255948,1890.64917255948,12
"Wyoming",1745.17124134529,1745.17124134529,38
